Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
22,1,2025-08-28 17:53:37,"[[-0.31559205374548605,0.0606033486871539,-0.23084217385089664,-0.5723824203131963,-0.11654659651781463,-0.13431134888950272,-0.015787162529595555,0.03255952442946479,-0.14505133035393564,-0.12152675868443452],[0.0606033486871539,0.07720715220537325,-0.02383751405339249,-0.12117556564661759,0.09281051166625737,0.0912909230400825,0.12557119290343094,0.08145566803930473,0.06023215874547126,0.050768533066788864],[-0.23084217385089664,-0.02383751405339249,-0.1213621461604395,-0.2467144547682426,-0.12838689501437422,-0.14613687123082966,-0.1021120896783417,-0.04083000400293858,-0.1274674686929814,-0.10862650157741313],[-0.5723824203131963,-0.12117556564661759,-0.2467144547682426,-0.45561242758548065,-0.39307241109680197,-0.41407121239976147,-0.34464831687297937,-0.16694575783630272,-0.3475800855590445,-0.2903516814084442],[-0.11654659651781463,0.09281051166625737,-0.12838689501437422,-0.39307241109680197,-0.0021886757300044585,0.00143611199578651,0.08701503477795806,0.07319127924460686,-0.03231608325825917,-0.025613708227317584],[-0.13431134888950272,0.0912909230400825,-0.14613687123082966,-0.41407121239976147,0.00143611199578651,-0.006700865210766349,0.08636219991003274,0.0772156041418972,-0.0377174027879633,-0.02953149769153114],[-0.015787162529595555,0.12557119290343094,-0.1021120896783417,-0.34464831687297937,0.08701503477795806,0.08636219991003274,0.17325250417514182,0.12185791903288279,0.03678896078649668,0.03492389140157569],[0.03255952442946479,0.08145566803930473,-0.04083000400293858,-0.16694575783630272,0.07319127924460686,0.0772156041418972,0.12185791903288279,0.08224392241982575,0.04428831318059836,0.04002343445203996],[-0.14505133035393564,0.06023215874547126,-0.1274674686929814,-0.3475800855590445,-0.03231608325825917,-0.0377174027879633,0.03678896078649668,0.04428831318059836,-0.05610477621048474,-0.04635345425354592],[-0.12152675868443452,0.050768533066788864,-0.10862650157741313,-0.2903516814084442,-0.025613708227317584,-0.02953149769153114,0.03492389140157569,0.04002343445203996,-0.04635345425354592,-0.03615910228984439]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.327715841707341,"[1.,-1.,1.,1.,1.,1.,1.,-1.,1.,1.]",-1,0.484271764755249,MA-ALT,,,-3.327715841707341,"[1,-1,1,1,1,1,1,-1,1,1]",2,2,2,-1.0,1000,8.276080846786499,,-1
23,1,2025-08-28 17:54:09,"[[-0.24962992669833522,-0.06870531106650388,-0.12338385414556433,-0.15654139479945675,-0.41214838950635574,0.057105372987126535,0.23218148262413388,-0.25864005803973056,-0.20120525332441147,-0.0395284662368804],[-0.06870531106650388,0.11327504900445777,-0.08814545408791208,-0.11273372106634069,-0.282536764420031,0.29253529438672815,0.25270213670881353,-0.023040110883365272,-0.0700474796195602,0.17259812971809782],[-0.12338385414556433,-0.08814545408791208,-0.03994533670776202,-0.044005009504257966,-0.12537599786881642,-0.09853464209975676,0.03488593944626022,-0.15115827358568956,-0.09736179050625847,-0.09982711973989736],[-0.15654139479945675,-0.11273372106634069,-0.044005009504257966,-0.04243744275405364,-0.12757394049395163,-0.1574251797153809,0.021411244920439693,-0.1974606512121746,-0.12256566062572187,-0.14669765886141564],[-0.41214838950635574,-0.282536764420031,-0.12537599786881642,-0.12757394049395163,-0.3788432506344712,-0.3692101756584134,0.09021788632901645,-0.5075739938626898,-0.3197917770988136,-0.35808932742895944],[0.057105372987126535,0.29253529438672815,-0.09853464209975676,-0.1574251797153809,-0.3692101756584134,0.6885616336163207,0.40773374950742763,0.1780516901279611,0.019011900801623377,0.45369935669655714],[0.23218148262413388,0.25270213670881353,0.03488593944626022,0.021411244920439693,0.09021788632901645,0.40773374950742763,0.08074763419727887,0.3224401006621602,0.17392136498454094,0.3305374874744305],[-0.25864005803973056,-0.023040110883365272,-0.15115827358568956,-0.1974606512121746,-0.5075739938626898,0.1780516901279611,0.3224401006621602,-0.24069604924285806,-0.20930323685103586,0.03889305517576028],[-0.20120525332441147,-0.0700474796195602,-0.09736179050625847,-0.12256566062572187,-0.3197917770988136,0.019011900801623377,0.17392136498454094,-0.20930323685103586,-0.1603517434339142,-0.045969184301403246],[-0.0395284662368804,0.17259812971809782,-0.09982711973989736,-0.14669765886141564,-0.35808932742895944,0.45369935669655714,0.3305374874744305,0.03889305517576028,-0.045969184301403246,0.27594770939765445]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.066752837949142,"[1.,1.,1.,1.,1.,-1.,-1.,1.,1.,1.]",-1,0.24861741065979,MA-ALT,,,-4.066752837949142,"[1,1,1,1,1,-1,-1,1,1,1]",6,6,2,-1.0,1000,32.130552530288696,,-1
24,1,2025-08-28 17:54:36,"[[-0.006220599787336995,0.009504065395019084,-0.110982056794254,0.07467355029309021,0.06719668598402143,0.10190040548192296,0.007153467005980531,0.04859171159517107,0.06824239106679598,0.08814640403774028],[0.009504065395019084,0.0054386130448435014,-0.026513482580341023,0.04377840727184606,0.02548322055429427,0.03207888987601036,0.030659632527759578,0.022172487471327794,0.03063739944373983,0.028645786305843846],[-0.110982056794254,-0.026513482580341023,-0.19604234268638512,-0.40322410071905634,-0.11751391467593132,-0.05983742378644863,-0.5041093881723295,-0.29450341035351923,-0.15687267239106706,0.0521971891913615],[0.07467355029309021,0.04377840727184606,-0.40322410071905634,0.5681727872711001,0.39429328126669816,0.5127588204788369,0.29363808739589137,0.35508118243711284,0.5033047635036165,0.4158451543750025],[0.06719668598402143,0.02548322055429427,-0.11751391467593132,0.39429328126669816,0.22376744749704008,0.2573859583455064,0.30258946242531837,0.27406203450872624,0.29347275132724615,0.16849748022670102],[0.10190040548192296,0.03207888987601036,-0.05983742378644863,0.5127588204788369,0.2573859583455064,0.273778795282661,0.45016462982195443,0.35843818246896014,0.34336230741810014,0.15600997231773966],[0.007153467005980531,0.030659632527759578,-0.5041093881723295,0.29363808739589137,0.30258946242531837,0.45016462982195443,-0.026315734345541065,0.14682775439839618,0.37065367909257874,0.4257850322303957],[0.04859171159517107,0.022172487471327794,-0.29450341035351923,0.35508118243711284,0.27406203450872624,0.35843818246896014,0.14682775439839618,0.2189061616030845,0.3663336170438289,0.2951899818304124],[0.06824239106679598,0.03063739944373983,-0.15687267239106706,0.5033047635036165,0.29347275132724615,0.34336230741810014,0.37065367909257874,0.3663336170438289,0.3960587086280175,0.22016294319776036],[0.08814640403774028,0.028645786305843846,0.0521971891913615,0.4158451543750025,0.16849748022670102,0.15600997231773966,0.4257850322303957,0.2951899818304124,0.22016294319776036,0.052176909407094116]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.58999808288382,"[1.,-1.,1.,-1.,-1.,-1.,1.,-1.,-1.,-1.]",-1,0.2419538497924804,MA-ALT,,,-2.58999808288382,"[1,-1,1,-1,-1,-1,1,-1,-1,-1]",6,6,6,-1.0,1000,26.997003078460693,,-1
25,1,2025-08-28 17:49:59,"[[0.02844809689160989,0.009441475280292176,-0.06513984959713709,0.10056672646460288,0.008498881585092474,0.038396859770687276,0.06379122944755679,0.012546197343354382,0.008471097174695345,0.0023165173013962523],[0.009441475280292176,-0.2694644081190552,-0.3574335919758006,0.20421518392590568,-0.09191120129118815,-0.37597480769844793,-0.06333496603475354,-0.3373764453303145,-0.04295006572907306,-0.1950473049461979],[-0.06513984959713709,-0.3574335919758006,-0.2662620186982569,-0.01753280097593557,-0.13608837426018644,-0.5668359550426343,-0.2496146815085273,-0.4504769347944353,-0.075984545596518,-0.24662615924394027],[0.10056672646460288,0.20421518392590568,-0.01753280097593557,0.2458938642329166,0.08960052478570774,0.38047671469405475,0.27819238106095695,0.2601764123975131,0.05873486731246564,0.1318625865640545],[0.008498881585092474,-0.09191120129118815,-0.13608837426018644,0.08960052478570774,-0.03036827393480786,-0.12360350172316135,-0.010337752676974728,-0.11502088447559705,-0.013464439883972546,-0.06704690792695173],[0.038396859770687276,-0.37597480769844793,-0.5668359550426343,0.38047671469405475,-0.12360350172316135,-0.5021310801743818,-0.03424620351507231,-0.4705275662918693,-0.05452778177890692,-0.2745743223265562],[0.06379122944755679,-0.06333496603475354,-0.2496146815085273,0.27819238106095695,-0.010337752676974728,-0.03424620351507231,0.11673118519338896,-0.07760962704516561,0.004551758128952697,-0.05480565207530514],[0.012546197343354382,-0.3373764453303145,-0.4504769347944353,0.2601764123975131,-0.11502088447559705,-0.4705275662918693,-0.07760962704516561,-0.42347829590439307,-0.054027291053973164,-0.24389814166682555],[0.008471097174695345,-0.04295006572907306,-0.075984545596518,0.05873486731246564,-0.013464439883972546,-0.05452778177890692,0.004551758128952697,-0.054027291053973164,-0.005059810949071775,-0.03272189335795642],[0.0023165173013962523,-0.1950473049461979,-0.24662615924394027,0.1318625865640545,-0.06704690792695173,-0.2745743223265562,-0.05480565207530514,-0.24389814166682555,-0.03272189335795642,-0.13887698082970007]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.448103093110031,"[-1.,1.,1.,-1.,1.,1.,1.,1.,1.,1.]",-1,0.2434520721435547,MA-ALT,,,-4.448103093110031,"[-1,1,1,-1,1,1,1,1,1,1]",3,3,2,-1.0,1000,12.377516508102415,,-1
26,1,2025-08-28 17:50:56,"[[-0.006851668649261915,-0.0072990911836840686,-0.008804325716620752,-0.06012883908439091,0.036357617155578295,-0.03549364970303547,-0.019640389824381703,-0.03315525609830444,-0.091833283079831,-0.012854879979186865],[-0.0072990911836840686,0.1400422512782924,0.03287630913342433,-0.27668001018856897,0.3088614171880213,-0.18594039013492356,-0.07826007066694597,-0.14002184494363756,-0.477868710344822,-0.041573889567140275],[-0.008804325716620752,0.03287630913342433,0.001618634950918316,-0.14229220716853194,0.12731269425203778,-0.09069801567418721,-0.0422436920577778,-0.07502242042184155,-0.23328336385479012,-0.02521038522727847],[-0.06012883908439091,-0.27668001018856897,-0.14229220716853194,-0.2537709566498623,-0.04542932324087237,-0.1200716218815999,-0.09916775166576933,-0.16273939040884455,-0.30528934585783607,-0.08032597215070325],[0.036357617155578295,0.3088614171880213,0.12731269425203778,-0.04542932324087237,0.2826278696758534,-0.06620673358117808,0.006581045989576102,0.0012348014504827282,-0.1728682813158052,0.02291570024390563],[-0.03549364970303547,-0.18594039013492356,-0.09069801567418721,-0.1200716218815999,-0.06620673358117808,-0.049970137829229676,-0.05072747121321385,-0.08148148550673874,-0.12558792508908925,-0.043683530962942696],[-0.019640389824381703,-0.07826007066694597,-0.0422436920577778,-0.09916775166576933,0.006581045989576102,-0.05072747121321385,-0.036499768999222804,-0.06080393990004604,-0.1294820904763078,-0.028207988046376094],[-0.03315525609830444,-0.14002184494363756,-0.07502242042184155,-0.16273939040884455,0.0012348014504827282,-0.08148148550673874,-0.06080393990004604,-0.10136711541963171,-0.20725838895398613,-0.04748187529160314],[-0.091833283079831,-0.477868710344822,-0.23328336385479012,-0.30528934585783607,-0.1728682813158052,-0.12558792508908925,-0.1294820904763078,-0.20725838895398613,-0.3196093964533109,-0.11144533822193754],[-0.012854879979186865,-0.041573889567140275,-0.02521038522727847,-0.08032597215070325,0.02291570024390563,-0.043683530962942696,-0.028207988046376094,-0.04748187529160314,-0.11144533822193754,-0.0205470743795126]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.061472401052193,"[1.,1.,1.,1.,-1.,1.,1.,1.,1.,1.]",-1,0.2386810779571533,MA-ALT,,,-3.061472401052193,"[1,1,1,1,-1,1,1,1,1,1]",7,7,7,-1.0,1000,56.47221350669861,,-1
27,1,2025-08-28 17:52:26,"[[0.20485527292537062,0.14601066901530987,0.02046999830133759,0.2941304572066709,-0.21120801891905563,-0.07501603630325579,0.22880594489147113,-0.06105151793544353,0.1720306978167158,-0.08883217793321271],[0.14601066901530987,-0.08832840569973337,-0.08684657700518489,0.07551135978321402,-0.40087906003516166,-0.2426817680209336,0.10305817782830393,-0.2809731205899331,0.03298599635695692,-0.23732138845211387],[0.02046999830133759,-0.08684657700518489,-0.04968319758658572,-0.044102286066948077,-0.1492308859969144,-0.10445450072331178,-0.009224788117145444,-0.12749479066585861,-0.03005018094450117,-0.09952962077590985],[0.2941304572066709,0.07551135978321402,-0.044102286066948077,0.33119434987035595,-0.4834424079483767,-0.24388076935470565,0.2841200067499815,-0.2595965230550469,0.18424395222247877,-0.25128746848554623],[-0.21120801891905563,-0.40087906003516166,-0.1492308859969144,-0.4834424079483767,-0.09931590958121138,-0.16234013551442936,-0.3149156781623228,-0.23750868614086262,-0.29364060078781873,-0.13186072362176685],[-0.07501603630325579,-0.2426817680209336,-0.10445450072331178,-0.24388076935470565,-0.16234013551442936,-0.15409182940879956,-0.1428333742930713,-0.2047524589385863,-0.1513920312279251,-0.13648161478223672],[0.22880594489147113,0.10305817782830393,-0.009224788117145444,0.2841200067499815,-0.3149156781623228,-0.1428333742930713,0.22978626545218978,-0.1444641758834982,0.1652730867531514,-0.15565530569694425],[-0.06105151793544353,-0.2809731205899331,-0.12749479066585861,-0.2595965230550469,-0.23750868614086262,-0.2047524589385863,-0.1444641758834982,-0.26655171568038466,-0.16168966061646728,-0.18550736552064612],[0.1720306978167158,0.03298599635695692,-0.03005018094450117,0.18424395222247877,-0.29364060078781873,-0.1513920312279251,0.1652730867531514,-0.16168966061646728,0.102232182641478,-0.15615326150898684],[-0.08883217793321271,-0.23732138845211387,-0.09952962077590985,-0.25128746848554623,-0.13186072362176685,-0.13648161478223672,-0.15565530569694425,-0.18550736552064612,-0.15615326150898684,-0.11702035575453552]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.774242448132584,"[-1.,1.,1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.4790925979614258,MA-ALT,,,-3.774242448132584,"[-1,1,1,1,1,1,1,1,1,1]",14,2,2,-1.0,1000,89.68784832954407,,-1
28,1,2025-08-28 17:53:03,"[[-0.30172180387141906,-0.34290589873899346,-0.3289359295760521,-0.018471040571183255,-0.13572428047826676,-0.599295950593115,-0.3673541686598397,-0.2494000407565132,-0.20764819844192364,-0.15609624637927205],[-0.34290589873899346,-0.3647663898700575,-0.3178062096573773,-0.01091396130474961,-0.02478481357241466,-0.6126160108562252,-0.36791063231161414,-0.21035758379233885,-0.19171500214493958,-0.1067042592852635],[-0.3289359295760521,-0.3178062096573773,-0.22358448230746963,0.008884748180838972,0.17891428238164894,-0.4925120196724505,-0.2830887051229368,-0.09370896387209818,-0.11447014725757336,-0.0014168087744148988],[-0.018471040571183255,-0.01091396130474961,0.008884748180838972,0.0045377435337142944,0.0577644899682724,-0.003193283227913714,0.0017598694745534146,0.019383848764021692,0.010380890281018091,0.024789317803624512],[-0.13572428047826676,-0.02478481357241466,0.17891428238164894,0.0577644899682724,0.7087246564704501,0.12160627213311753,0.11843448990868757,0.30221806963643005,0.17135619102976613,0.33115002057395],[-0.599295950593115,-0.6126160108562252,-0.4925120196724505,-0.003193283227913714,0.12160627213311753,-1.0,-0.5894999073694771,-0.2785155936238007,-0.279211483999763,-0.10673864173906014],[-0.3673541686598397,-0.36791063231161414,-0.2830887051229368,0.0017598694745534146,0.11843448990868757,-0.5894999073694771,-0.34445362703070104,-0.14728019395013103,-0.15603683554852996,-0.042340010024816674],[-0.2494000407565132,-0.21035758379233885,-0.09370896387209818,0.019383848764021692,0.30221806963643005,-0.2785155936238007,-0.14728019395013103,0.01897290299348349,-0.029091659432513486,0.09076607227712732],[-0.20764819844192364,-0.19171500214493958,-0.11447014725757336,0.010380890281018091,0.17135619102976613,-0.279211483999763,-0.15603683554852996,-0.029091659432513486,-0.0517289825365402,0.030041205786058706],[-0.15609624637927205,-0.1067042592852635,-0.0014168087744148988,0.024789317803624512,0.33115002057395,-0.10673864173906014,-0.042340010024816674,0.09076607227712732,0.030041205786058706,0.12981647226112103]]",10,Random,10,-1.0,-1.0,-1.0,-,-5.914958222975172,"[1.,1.,1.,-1.,-1.,1.,1.,1.,1.,1.]",-1,0.4850585460662842,MA-ALT,,,-5.914958222975172,"[1,1,1,-1,-1,1,1,1,1,1]",6,3,3,-1.0,1000,37.17560744285584,,-1
29,1,2025-08-28 17:53:34,"[[0.0008616770322159046,0.020928249075043592,0.02626139847429862,0.01610120193766681,0.037324871581542046,0.04805153763417327,0.0030575588142754905,0.02838311198883816,0.0003003926433314838,0.06733340146391359],[0.020928249075043592,0.10494386464748502,-0.07166885873776081,0.03833625019137036,0.12298334563613333,0.2179299102748012,-0.03155656409187812,0.008698133509435088,-0.06995076084991587,0.18955407579197361],[0.02626139847429862,-0.07166885873776081,-0.4337928168701961,-0.1273206985085287,-0.23608160760552688,-0.2031050460934381,-0.08890055502753488,-0.3258538687908039,-0.123887242441761,-0.4828592480297814],[0.01610120193766681,0.03833625019137036,-0.1273206985085287,-0.007295607060506007,0.012772384966183506,0.06764749027943907,-0.034548895758103736,-0.0641042507070769,-0.06113010622086501,-0.005597549152748354],[0.037324871581542046,0.12298334563613333,-0.23608160760552688,0.012772384966183506,0.09560528015246769,0.2376957489757725,-0.0716899094342025,-0.09106685517990556,-0.1356758454927341,0.10906425853363297],[0.04805153763417327,0.2179299102748012,-0.2031050460934381,0.06764749027943907,0.2376957489757725,0.44544668281368255,-0.07760737404112047,-0.018582583557286064,-0.16391876036010733,0.3510613664858357],[0.0030575588142754905,-0.03155656409187812,-0.08890055502753488,-0.034548895758103736,-0.0716899094342025,-0.07760737404112047,-0.01590071005706612,-0.07602117154948443,-0.018664124074621816,-0.13731260772565296],[0.02838311198883816,0.008698133509435088,-0.3258538687908039,-0.0641042507070769,-0.09106685517990556,-0.018582583557286064,-0.07602117154948443,-0.21194297825262695,-0.11922389229996752,-0.2198618597515084],[0.0003003926433314838,-0.06995076084991587,-0.123887242441761,-0.06113010622086501,-0.1356758454927341,-0.16391876036010733,-0.018664124074621816,-0.11922389229996752,-0.014807996188101434,-0.2500748672405561],[0.06733340146391359,0.18955407579197361,-0.4828592480297814,-0.005597549152748354,0.10906425853363297,0.3510613664858357,-0.13731260772565296,-0.2198618597515084,-0.2500748672405561,0.07856476934248402]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.387548978731977,"[-1.,-1.,1.,1.,1.,-1.,1.,1.,1.,1.]",-1,0.4800207614898681,MA-ALT,,,-2.387548978731977,"[-1,-1,1,1,1,-1,1,1,1,1]",7,7,4,-1.0,1000,30.403966188430783,,-1
30,1,2025-08-28 17:54:17,"[[0.07564161732840584,0.047639510292197845,-0.2011650013822738,-0.06754006321487337,-0.010076707150707041,0.11876759195827981,0.14193107188257775,-0.2112412377112449,0.050465045076682445,-0.045781737420666],[0.047639510292197845,0.008450899248291514,-0.2873570041786289,-0.10667444646628921,-0.016163883280598132,0.0680149917460896,0.09871659061330972,-0.32436480452768335,0.047348379990290734,-0.07406094631520693],[-0.2011650013822738,-0.2873570041786289,-0.362748531525566,-0.17681516788009627,-0.03768016659724997,-0.3995927635801946,-0.3378501100596347,-0.54396395418102,-0.04329055116400823,-0.14492514661558822],[-0.06754006321487337,-0.10667444646628921,-0.17681516788009627,-0.08159439308219761,-0.01614185531217485,-0.1390988575252775,-0.11090641265930543,-0.24967820360147094,-0.00909643984912635,-0.06478127616865333],[-0.010076707150707041,-0.016163883280598132,-0.03768016659724997,-0.01614185531217485,-0.003958952720983675,-0.020410357230858378,-0.016049066648758586,-0.0515364407108578,-0.00041420017062568197,-0.012649726419209282],[0.11876759195827981,0.0680149917460896,-0.3995927635801946,-0.1390988575252775,-0.020410357230858378,0.18717450916687403,0.22862500771791527,-0.4281311888044505,0.08684726423560973,-0.09415438999269193],[0.14193107188257775,0.09871659061330972,-0.3378501100596347,-0.11090641265930543,-0.016049066648758586,0.22862500771791527,0.2652810136731141,-0.34706851795020155,0.09096537203040304,-0.07334522771841684],[-0.2112412377112449,-0.32436480452768335,-0.54396395418102,-0.24967820360147094,-0.0515364407108578,-0.4281311888044505,-0.34706851795020155,-0.7682973310777218,-0.030590191217002453,-0.198448313280907],[0.050465045076682445,0.047348379990290734,-0.04329055116400823,-0.00909643984912635,-0.00041420017062568197,0.08684726423560973,0.09096537203040304,-0.030590191217002453,0.025340245718199712,-0.0036322820031677756],[-0.045781737420666,-0.07406094631520693,-0.14492514661558822,-0.06478127616865333,-0.012649726419209282,-0.09415438999269193,-0.07334522771841684,-0.198448313280907,-0.0036322820031677756,-0.05059686746399953]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.3141163275563748,"[1.,1.,1.,1.,1.,1.,1.,1.,-1.,1.]",-1,0.4851541519165039,MA-ALT,,,-3.3141163275563748,"[1,1,1,1,1,1,1,1,-1,1]",8,8,8,-1.0,1000,43.45924091339111,,-1
31,1,2025-08-28 17:51:03,"[[-0.15916188595451936,-0.12015397532845112,-0.41445699966849736,-0.3822886569504326,-0.4042284484374998,-0.4468645762731559,-0.1314058116030074,-0.2008116211654464,-0.22020897718382593,-0.19234706730680298],[-0.12015397532845112,-0.0797266662160991,-0.24862230414361108,-0.21357346061127574,-0.19863905055460113,-0.20979883474238667,-0.06951597202636325,-0.11844134422100328,-0.11896222281583785,-0.07980344263085667],[-0.41445699966849736,-0.24862230414361108,-0.7060567315969436,-0.5624009679045443,-0.439883535687728,-0.4290932028557346,-0.17088383413322786,-0.3325816864972643,-0.29940261466592777,-0.1228687305379514],[-0.3822886569504326,-0.21357346061127574,-0.5624009679045443,-0.4143945032795379,-0.25920428711106525,-0.2180919979707467,-0.1178601107729989,-0.26212141875994144,-0.20948028392786908,-0.021057329830369162],[-0.4042284484374998,-0.19863905055460113,-0.439883535687728,-0.25920428711106525,-0.021165653353036547,0.07279166283305076,-0.05301972042511012,-0.198398603748302,-0.10811521186255146,0.13451986464698526],[-0.4468645762731559,-0.20979883474238667,-0.4290932028557346,-0.2180919979707467,0.07279166283305076,0.19713450029432233,-0.03292055089592831,-0.1902690651828244,-0.07613532100100079,0.20894687472559909],[-0.1314058116030074,-0.06951597202636325,-0.17088383413322786,-0.1178601107729989,-0.05301972042511012,-0.03292055089592831,-0.029600314702379303,-0.07803783832653981,-0.05643920568315031,0.014147791496180534],[-0.2008116211654464,-0.11844134422100328,-0.3325816864972643,-0.26212141875994144,-0.198398603748302,-0.1902690651828244,-0.07803783832653981,-0.1563498782678521,-0.13830672978658634,-0.05005039338450206],[-0.22020897718382593,-0.11896222281583785,-0.29940261466592777,-0.20948028392786908,-0.10811521186255146,-0.07613532100100079,-0.05643920568315031,-0.13830672978658634,-0.10243175625568263,0.013281985731155015],[-0.19234706730680298,-0.07980344263085667,-0.1228687305379514,-0.021057329830369162,0.13451986464698526,0.20894687472559909,0.014147791496180534,-0.05005039338450206,0.013281985731155015,0.15377743886270406]]",10,Random,10,-1.0,-1.0,-1.0,-,-6.144286783003717,"[1.,1.,1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.4828009605407715,MA-ALT,,,-6.144286783003717,"[1,1,1,1,1,1,1,1,1,1]",3,3,3,-1.0,1000,76.45628905296326,,-1
32,1,2025-08-28 17:53:52,"[[0.1989608297363525,0.22270888196387395,0.3982670294024907,0.14007522683411314,0.11285115087711765,0.11018024785024938,0.023644204525099074,0.2608523753880776,0.023035311810310204,-0.0608756082675061],[0.22270888196387395,0.22975934571384715,0.4226117435936738,0.16952714477164327,0.09688359839620837,0.17022916060613422,0.051003903373652085,0.3310014571862231,0.0703023018758864,0.07367916266160321],[0.3982670294024907,0.4226117435936738,0.7709047041373152,0.29469577440802797,0.19178472075969924,0.27483034568284814,0.07572828241976773,0.5671655445983607,0.09741550903868612,0.041362118268942705],[0.14007522683411314,0.16952714477164327,0.29469577440802797,0.09039162139237356,0.09827884834576817,0.04761082263843344,0.001334944179421222,0.15898152940701532,-0.011937247669325475,-0.1338723941393316],[0.11285115087711765,0.09688359839620837,0.19178472075969924,0.09827884834576817,0.02011661709146917,0.132478239993638,0.049670718663331365,0.20593981026455774,0.0791284874806181,0.17685974445452424],[0.11018024785024938,0.17022916060613422,0.27483034568284814,0.04761082263843344,0.132478239993638,-0.05040916801984006,-0.04444327520139812,0.052663597465264285,-0.09218415062802848,-0.37054165848507836],[0.023644204525099074,0.051003903373652085,0.07572828241976773,0.001334944179421222,0.049670718663331365,-0.04444327520139812,-0.027044343157281516,-0.016229140926773758,-0.051426203920044655,-0.1811670850882678],[0.2608523753880776,0.3310014571862231,0.5671655445983607,0.15898152940701532,0.20593981026455774,0.052663597465264285,-0.016229140926773758,0.26686641667367067,-0.0563056689618109,-0.35802217462934427],[0.023035311810310204,0.0703023018758864,0.09741550903868612,-0.011937247669325475,0.0791284874806181,-0.09218415062802848,-0.051426203920044655,-0.0563056689618109,-0.09633606299760009,-0.32449327521537996],[-0.0608756082675061,0.07367916266160321,0.041362118268942705,-0.1338723941393316,0.17685974445452424,-0.37054165848507836,-0.1811670850882678,-0.35802217462934427,-0.32449327521537996,-0.9999999999999999]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.8767341184972075,"[-1.,-1.,-1.,-1.,-1.,1.,1.,1.,1.,1.]",-1,0.4857990741729736,MA-ALT,,,-2.8767341184972075,"[-1,-1,-1,-1,-1,1,1,1,1,1]",31,24,4,-1.0,1000,168.36166143417358,Baren_6,-1
33,1,2025-08-28 17:54:08,"[[-0.21618892687779342,-0.10530679786048881,0.10279935879193527,-0.10808514893512411,0.021669162646795664,-0.3299518554799145,-0.12467492918222574,-0.03495437418839842,-0.2091643706860636,-0.25584897914369],[-0.10530679786048881,-0.03178379173729611,0.09359708927501031,-0.04095203625761849,0.09279800397940861,-0.10490250400981022,-0.008107307358111635,0.0713437239757434,-0.10753059287766145,-0.17449467458315202],[0.10279935879193527,0.09359708927501031,0.052987272110659574,0.07580752975056393,0.1814456428738752,0.27855687347456903,0.18165726844918378,0.2217827186061763,0.08240815987191936,0.0001100304692862944],[-0.10808514893512411,-0.04095203625761849,0.07580752975056393,-0.04840557984417474,0.059620580172116806,-0.130076935365611,-0.03255669195969525,0.03418095159624073,-0.1078363609093155,-0.15618645008766435],[0.021669162646795664,0.09279800397940861,0.1814456428738752,0.059620580172116806,0.35493436226716646,0.2606154335214784,0.24260174024262324,0.387192621332703,-0.009007977952776275,-0.20042148874817745],[-0.3299518554799145,-0.10490250400981022,0.27855687347456903,-0.130076935365611,0.2606154335214784,-0.34696499243594664,-0.043063810400761376,0.19248176277162632,-0.33310084876607815,-0.5267153624787276],[-0.12467492918222574,-0.008107307358111635,0.18165726844918378,-0.03255669195969525,0.24260174024262324,-0.043063810400761376,0.07546212971273336,0.2266077377412754,-0.1404592743419103,-0.2931173339892323],[-0.03495437418839842,0.0713437239757434,0.2217827186061763,0.03418095159624073,0.387192621332703,0.19248176277162632,0.2266077377412754,0.4064288937275276,-0.06589899869517142,-0.2835830412564212],[-0.2091643706860636,-0.10753059287766145,0.08240815987191936,-0.1078363609093155,-0.009007977952776275,-0.33310084876607815,-0.1404592743419103,-0.06589899869517142,-0.19784257698716526,-0.22504191488808445],[-0.25584897914369,-0.17449467458315202,0.0001100304692862944,-0.15618645008766435,-0.20042148874817745,-0.5267153624787276,-0.2931173339892323,-0.2835830412564212,-0.22504191488808445,-0.1543684031161759]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.6548439291938952,"[1.,1.,-1.,1.,-1.,1.,1.,-1.,1.,1.]",-1,0.4813413619995117,MA-ALT,,,-3.6548439291938952,"[1,1,-1,1,-1,1,1,-1,1,1]",3,3,3,-1.0,1000,15.721256017684937,,-1
