Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str)
22,1,2025-08-20 17:43:29,"[[0.2841209004134578,0.533834809203513,-0.013042713114508567,0.19429283624547172,-0.35292948212198116,-0.13238398669937257,-0.036738610865884924,0.018431627080879087,0.2852136633817749,0.121854258035529],[0.533834809203513,0.6966773450489707,0.1258033683207001,0.36834434597376875,-0.048049715065269005,-0.045380235686279594,0.1184434616570275,0.32585793083867387,0.5053087848861545,0.3648455620900054],[-0.013042713114508567,0.1258033683207001,-0.07353671865500436,-0.011900803120729511,-0.287507005535952,-0.09485059738218986,-0.09109397751779005,-0.14481030080017404,0.0011057840181407375,-0.07363638869008722],[0.19429283624547172,0.36834434597376875,-0.011900803120729511,0.1289588228943058,-0.2544707797834369,-0.09655658081692273,-0.030604499778545104,0.005226259990459711,0.19315903853200256,0.0769956995729312],[-0.35292948212198116,-0.048049715065269005,-0.287507005535952,-0.2544707797834369,-0.8016058917598317,-0.24717182259467801,-0.3315458594099681,-0.6114046500299194,-0.2964419680621876,-0.42730005057414666],[-0.13238398669937257,-0.045380235686279594,-0.09485059738218986,-0.09655658081692273,-0.24717182259467801,-0.07552237587846586,-0.10835803357395211,-0.20474613036670472,-0.11471290267032733,-0.1491929543328552],[-0.036738610865884924,0.1184434616570275,-0.09109397751779005,-0.030604499778545104,-0.3315458594099681,-0.10835803357395211,-0.10936547362986354,-0.18200059116529954,-0.019862047061436877,-0.09919056035680025],[0.018431627080879087,0.32585793083867387,-0.14481030080017404,0.005226259990459711,-0.6114046500299194,-0.20474613036670472,-0.18200059116529954,-0.27806392228286275,0.04541980820796575,-0.12396305273835047],[0.2852136633817749,0.5053087848861545,0.0011057840181407375,0.19315903853200256,-0.2964419680621876,-0.11471290267032733,-0.019862047061436877,0.04541980820796575,0.28201872247383736,0.13326892732267273],[0.121854258035529,0.3648455620900054,-0.07363638869008722,0.0769956995729312,-0.42730005057414666,-0.1491929543328552,-0.09919056035680025,-0.12396305273835047,0.13326892732267273,-0.009846233153716152]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.863877956699156,"[1,-1,1,1,1,1,1,1,-1,1]",-1,0.2165358066558838,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
23,1,2025-08-20 17:43:29,"[[-0.12578899899616772,-0.09944898314060255,-0.16448554957918407,-0.0953984849370551,-0.33342223916120095,-0.03664774304347875,-0.06757300150910175,-0.08289333398511597,-0.08063612368036321,0.08111916201566687],[-0.09944898314060255,-0.07439779783219756,-0.14014488824710497,-0.05731352961670645,-0.29237866734690154,-0.015324622903856788,-0.03699346979413441,-0.04282769585103324,-0.05274968498496117,0.07935637934459394],[-0.16448554957918407,-0.14014488824710497,-0.22296995483006768,-0.13478071554417093,-0.4430140503218003,-0.04881962714208385,-0.09693871301550866,-0.11646818825943846,-0.11721437347649065,0.10549803722036434],[-0.0953984849370551,-0.05731352961670645,-0.13478071554417093,0.08441516841326976,-0.47545646972974953,0.021654479822314554,0.06887914317000174,0.0714699619859014,0.038649010176888834,0.17943401819375956],[-0.33342223916120095,-0.29237866734690154,-0.4430140503218003,-0.47545646972974953,-0.6023346785477149,-0.1500823917295973,-0.34090814270733927,-0.40401547410215,-0.35593872809921046,0.05125049680988145],[-0.03664774304347875,-0.015324622903856788,-0.04881962714208385,0.021654479822314554,-0.1500823917295973,0.007343754926059917,0.019487927604825515,0.022168658372067444,0.011038876765536219,0.05696956267252432],[-0.06757300150910175,-0.03699346979413441,-0.09693871301550866,0.06887914317000174,-0.34090814270733927,0.019487927604825515,0.05573116684033957,0.060179055342661214,0.03307053976847779,0.13226366656388674],[-0.08289333398511597,-0.04282769585103324,-0.11646818825943846,0.0714699619859014,-0.40401547410215,0.022168658372067444,0.060179055342661214,0.06410283933190047,0.03553076775123211,0.1526034049059732],[-0.08063612368036321,-0.05274968498496117,-0.11721437347649065,0.038649010176888834,-0.35593872809921046,0.011038876765536219,0.03307053976847779,0.03553076775123211,0.009711467912537894,0.1285153186829454],[0.08111916201566687,0.07935637934459394,0.10549803722036434,0.17943401819375956,0.05125049680988145,0.05696956267252432,0.13226366656388674,0.1526034049059732,0.1285153186829454,0.03643310191048252]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.3767173986368544,"[1,1,1,1,1,1,1,1,1,-1]",-1,0.2166647911071777,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
24,1,2025-08-20 17:43:30,"[[-0.5717553545506184,-0.06916785981244863,-0.23628508276394672,-0.5062851554260387,-0.2162310631084056,-0.3399301089892562,-0.40090647879083435,-0.002827302671429499,-0.2883737200235342,-0.22748448837943328],[-0.06916785981244863,0.1828111790196288,0.26002800992538444,0.2250255580885825,-0.041643046200118536,-0.006584103131870314,0.033436612129856436,0.1267369432542123,0.21035467513583614,-0.01799102683018719],[-0.23628508276394672,0.26002800992538444,0.33430163314957795,0.2198134441150033,-0.10983608256909944,-0.08827656644257767,-0.04239394782502261,0.18935644920834005,0.2467261488585447,-0.08003422910978682],[-0.5062851554260387,0.2250255580885825,0.2198134441150033,-0.022107121443113237,-0.21208054085548103,-0.24932350995388672,-0.23217478919772552,0.18636754088928129,0.10845878821624032,-0.1868837730168131],[-0.2162310631084056,-0.041643046200118536,-0.10983608256909944,-0.21208054085548103,-0.082476101449293,-0.13149398004167823,-0.1578027955066172,-0.010469594722217923,-0.12556108740504565,-0.08622514695982594],[-0.3399301089892562,-0.006584103131870314,-0.08827656644257767,-0.24932350995388672,-0.13149398004167823,-0.19586830290886145,-0.22325540209936579,0.021214594560221574,-0.1269689016093551,-0.13329574179863923],[-0.40090647879083435,0.033436612129856436,-0.04239394782502261,-0.23217478919772552,-0.1578027955066172,-0.22325540209936579,-0.2456422466105865,0.052011439578629186,-0.09718464213955863,-0.1551494255297533],[-0.002827302671429499,0.1267369432542123,0.18935644920834005,0.18636754088928129,-0.010469594722217923,0.021214594560221574,0.052011439578629186,0.0842790859679434,0.1598770110325844,0.004667950571912945],[-0.2883737200235342,0.21035467513583614,0.2467261488585447,0.10845878821624032,-0.12556108740504565,-0.1269689016093551,-0.09718464213955863,0.1598770110325844,0.16432296281425357,-0.1027018659552298],[-0.22748448837943328,-0.01799102683018719,-0.08003422910978682,-0.1868837730168131,-0.08622514695982594,-0.13329574179863923,-0.1551494255297533,0.004667950571912945,-0.1027018659552298,-0.08965799906932624]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.786811270583773,"[1,-1,-1,1,1,1,1,-1,1,1]",-1,0.2169787883758545,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
25,1,2025-08-20 17:43:30,"[[-0.2545023201363989,-0.558887004868459,0.21974237743016878,-0.19246422043339662,0.13898258070283548,-0.06437342899017112,-0.1377854935495011,-0.08234984513973967,-0.14391181404234005,0.016933220189347585],[-0.558887004868459,-0.49673699883994604,-0.13029369983938682,-0.2874771880685738,-0.3357430740809469,-0.41473173053539075,-0.5007948426037186,-0.19910232432481928,-0.1988628867032137,-0.14198421082858625],[0.21974237743016878,-0.13029369983938682,0.33554190793644023,0.057042831092535135,0.4242045371089701,0.29791495491835346,0.29939525394455685,0.08801341371940909,0.029716542047898885,0.14545531231356715],[-0.19246422043339662,-0.2874771880685738,0.057042831092535135,-0.12064461875150226,-0.010668467557825509,-0.09470758939222385,-0.1372421491029639,-0.06519965284082484,-0.08630824837611947,-0.018794375704079592],[0.13898258070283548,-0.3357430740809469,0.4242045371089701,-0.010668467557825509,0.48995168259595795,0.27880915116130867,0.2576798259389256,0.06273569747693004,-0.02178627729906707,0.1534394454676148],[-0.06437342899017112,-0.41473173053539075,0.29791495491835346,-0.09470758939222385,0.27880915116130867,0.09677686713727694,0.058451364659109106,-0.010305366900585807,-0.07462344775290736,0.08468636118292089],[-0.1377854935495011,-0.5007948426037186,0.29939525394455685,-0.1372421491029639,0.2576798259389256,0.058451364659109106,-0.002001538350258485,-0.03754836588481141,-0.10472750932596571,0.07002543216435986],[-0.08234984513973967,-0.19910232432481928,0.08801341371940909,-0.06519965284082484,0.06273569747693004,-0.010305366900585807,-0.03754836588481141,-0.02667552906398004,-0.04900792930709129,0.011328528613133677],[-0.14391181404234005,-0.1988628867032137,0.029716542047898885,-0.08630824837611947,-0.02178627729906707,-0.07462344775290736,-0.10472750932596571,-0.04900792930709129,-0.06129512294053685,-0.01596676216996072],[0.016933220189347585,-0.14198421082858625,0.14545531231356715,-0.018794375704079592,0.1534394454676148,0.08468636118292089,0.07002543216435986,0.011328528613133677,-0.01596676216996072,0.05052292815473099]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.4619608495191456,"[1,1,-1,1,-1,1,1,1,1,-1]",-1,0.2156875133514404,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
26,1,2025-08-20 17:43:29,"[[0.339989933980193,-0.09555811090072612,0.2533203489932064,0.037295177168676065,0.05937193035681988,0.10473766688190786,-0.09823923779945865,0.0585649841467219,0.18687549679471094,0.23074858678249222],[-0.09555811090072612,-0.05071851939362591,-0.21647223496458223,-0.0313076872926549,-0.13827476562032506,-0.09816351528960213,-0.2172300916125205,-0.19794610382775688,-0.10283233364620006,-0.06140966447088771],[0.2533203489932064,-0.21647223496458223,-0.08012458466206034,-0.011447575876516925,-0.18212807842469453,-0.05108364518255881,-0.530424513346141,-0.29381357667036756,0.045473828354431894,0.1776626433698333],[0.037295177168676065,-0.0313076872926549,-0.011447575876516925,-0.0015902875784536083,-0.026050742290257105,-0.007083252286401754,-0.07673993760682128,-0.04273361164826601,0.007068293541877257,0.026555201656574344],[0.05937193035681988,-0.13827476562032506,-0.18212807842469453,-0.026050742290257105,-0.18167260611289274,-0.08919602391788378,-0.3996199422818903,-0.27286916548133366,-0.046641512786586924,0.04464967553026217],[0.10473766688190786,-0.09816351528960213,-0.05108364518255881,-0.007083252286401754,-0.08919602391788378,-0.02866822848399759,-0.2475021713965681,-0.1432893565365251,0.013100221432748391,0.07450161391402538],[-0.09823923779945865,-0.2172300916125205,-0.530424513346141,-0.07673993760682128,-0.3996199422818903,-0.2475021713965681,-0.7440876168792177,-0.5891439639921459,-0.21236143468001317,-0.055585771696116254],[0.0585649841467219,-0.19794610382775688,-0.29381357667036756,-0.04273361164826601,-0.27286916548133366,-0.1432893565365251,-0.5891439639921459,-0.4130110820564006,-0.08511602014680922,0.04756823432550311],[0.18687549679471094,-0.10283233364620006,0.045473828354431894,0.007068293541877257,-0.046641512786586924,0.013100221432748391,-0.21236143468001317,-0.08511602014680922,0.06986236432400972,0.12876924221570266],[0.23074858678249222,-0.06140966447088771,0.1776626433698333,0.026555201656574344,0.04464967553026217,0.07450161391402538,-0.055585771696116254,0.04756823432550311,0.12876924221570266,0.15625973026275386]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.944393745695983,"[-1,1,1,1,1,1,1,1,1,-1]",-1,0.2163283824920654,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
27,1,2025-08-20 17:43:29,"[[-0.08364432639597526,-0.12674736233823256,-0.1916182913409359,-0.022751433014087462,0.015037731655769361,-0.0032999911415367462,0.009843959364758396,-0.05973204869898506,0.024247139125809183,-0.07424000523057568],[-0.12674736233823256,-0.10442817075484936,-0.4950011751747945,-0.1343437232544355,-0.06983758065509843,-0.03922080738293887,-0.0926679062416711,-0.249233818676687,-0.08187772066731369,-0.07295752321602011],[-0.1916182913409359,-0.4950011751747945,0.0916023969447579,0.1999703635272525,0.2625618233265423,0.07725474597142724,0.291476272908187,0.27015978614947567,0.355731271812336,-0.2585788082580638],[-0.022751433014087462,-0.1343437232544355,0.1999703635272525,0.11384769097100977,0.11358146843888013,0.03976232781918597,0.13104988017033037,0.17718693176772154,0.14971576608773282,-0.06377524038589757],[0.015037731655769361,-0.06983758065509843,0.2625618233265423,0.11358146843888013,0.09751888479517025,0.03783302525477194,0.11567357660227726,0.1863884503458826,0.12620228565805683,-0.027409218848367303],[-0.0032999911415367462,-0.03922080738293887,0.07725474597142724,0.03976232781918597,0.03783302525477194,0.01370094731311126,0.04396703934119851,0.06302143298631017,0.04935021420840882,-0.018036313011508497],[0.009843959364758396,-0.0926679062416711,0.291476272908187,0.13104988017033037,0.11567357660227726,0.04396703934119851,0.13624220445072643,0.21370974975979373,0.15006462500975426,-0.038502704437067936],[-0.05973204869898506,-0.249233818676687,0.27015978614947567,0.17718693176772154,0.1863884503458826,0.06302143298631017,0.21370974975979373,0.26977323547847026,0.24788970275212266,-0.12194047241441003],[0.024247139125809183,-0.08187772066731369,0.355731271812336,0.14971576608773282,0.12620228565805683,0.04935021420840882,0.15006462500975426,0.24788970275212266,0.16321954361606092,-0.030420648523076153],[-0.07424000523057568,-0.07295752321602011,-0.2585788082580638,-0.06377524038589757,-0.027409218848367303,-0.018036313011508497,-0.038502704437067936,-0.12194047241441003,-0.030420648523076153,-0.0478863199481754]]",10,Random,10,-1.0,-1.0,-1.0,-,-1.749539527437762,"[1,1,1,-1,-1,-1,-1,1,-1,1]",-1,0.2161052227020263,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
28,1,2025-08-20 17:43:29,"[[0.7357013806288419,0.1868349795442949,0.47630963898397,-0.29446604075823946,0.4250279006377181,-0.15402069688198117,0.5046028390040931,0.32941514532378646,0.45534029245761815,0.1646394138334866],[0.1868349795442949,0.042449017259965215,0.08620338734506122,-0.13486373056705742,0.06027351578765739,-0.04979840381648803,0.09583596756097139,0.04652148307848739,0.06652193036931144,0.003949625151479643],[0.47630963898397,0.08620338734506122,0.11033971025604435,-0.486068474776349,0.02901194267189864,-0.16826328571483584,0.15111527455837082,0.018699562796841585,0.03980763660459705,-0.08525186620164085],[-0.29446604075823946,-0.13486373056705742,-0.486068474776349,-0.219397390496108,-0.4378151168641198,-0.07689636578873654,-0.447181581207634,-0.35105649535197025,-0.4512897493823703,-0.2771537630734865],[0.4250279006377181,0.06027351578765739,0.02901194267189864,-0.4378151168641198,0.037227530849713135,-0.19966593727343054,0.07989069040118646,0.01943047556141039,0.05772075163391218,-0.07158460540201543],[-0.15402069688198117,-0.04979840381648803,-0.16826328571483584,-0.07689636578873654,-0.19966593727343054,-0.027469740373328985,-0.13617012078556442,-0.14848676615527662,-0.22081426818535949,-0.10169085459301289],[0.5046028390040931,0.09583596756097139,0.15111527455837082,-0.447181581207634,0.07989069040118646,-0.13617012078556442,0.16818763845692994,0.05316254472591274,0.09945497201483991,-0.06553228477450032],[0.32941514532378646,0.04652148307848739,0.018699562796841585,-0.35105649535197025,0.01943047556141039,-0.14848676615527662,0.05316254472591274,0.007010202173970929,0.03626913335458414,-0.06625978805339013],[0.45534029245761815,0.06652193036931144,0.03980763660459705,-0.4512897493823703,0.05772075163391218,-0.22081426818535949,0.09945497201483991,0.03626913335458414,0.0793444598541171,-0.05884583382358285],[0.1646394138334866,0.003949625151479643,-0.08525186620164085,-0.2771537630734865,-0.07158460540201543,-0.10169085459301289,-0.06553228477450032,-0.06625978805339013,-0.05884583382358285,-0.10624236080266977]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.1984675285688686,"[-1,-1,1,1,1,1,1,1,1,1]",-1,0.2169446945190429,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
29,1,2025-08-20 17:43:30,"[[0.07457171272238272,0.08414913847770775,0.21366906139669312,0.08865881269450587,0.22897162994496778,0.06961108267183369,0.08456956543757756,0.04139134630751011,0.09126843989017377,0.19019602382818074],[0.08414913847770775,-0.018544154214886536,-0.028886338309523626,0.0626340621119585,0.1036748993626981,-0.21911347897615466,-0.005092770153212675,0.06590176717958841,0.06671384431666418,-0.0612493905189857],[0.21366906139669312,-0.028886338309523626,-0.031203404083237143,0.16473892471530074,0.28534819024556735,-0.5111108734950357,0.00367195675836413,0.16634240367620584,0.17469783362743804,-0.11676591041627896],[0.08865881269450587,0.0626340621119585,0.16473892471530074,0.09299450345048174,0.22065938040897795,-0.015861099664952805,0.06751966400796308,0.05597941159493001,0.09640063745022578,0.13404755091707143],[0.22897162994496778,0.1036748993626981,0.28534819024556735,0.22065938040897795,0.4883013074749448,-0.19501283450376156,0.12248956985281757,0.15501364035358123,0.23001984711954632,0.2012230390852211],[0.06961108267183369,-0.21911347897615466,-0.5111108734950357,-0.015861099664952805,-0.19501283450376156,-0.7199021601653641,-0.18625759567045272,0.08924572701578501,-0.009446617583433875,-0.5517115854932065],[0.08456956543757756,-0.005092770153212675,0.00367195675836413,0.06751966400796308,0.12248956985281757,-0.18625759567045272,0.007518194128389988,0.06529875189340988,0.07148214854973751,-0.03030846723422484],[0.04139134630751011,0.06590176717958841,0.16634240367620584,0.05597941159493001,0.15501364035358123,0.08924572701578501,0.06529875189340988,0.0209788399013627,0.056893515087062044,0.15377605121999668],[0.09126843989017377,0.06671384431666418,0.17469783362743804,0.09640063745022578,0.23001984711954632,-0.009446617583433875,0.07148214854973751,0.056893515087062044,0.09966606974634759,0.14385730578930142],[0.19019602382818074,-0.0612493905189857,-0.11676591041627896,0.13404755091707143,0.2012230390852211,-0.5517115854932065,-0.03030846723422484,0.15377605121999668,0.14385730578930142,-0.1966539966802265]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.6704735073287567,"[-1,1,1,-1,-1,1,1,-1,-1,1]",-1,0.217116117477417,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
30,1,2025-08-20 17:43:30,"[[0.1361243364224298,0.26884773212738616,0.2671084738643812,0.24168146322011708,0.2328642968259199,0.3396594569493888,0.4208491083165746,0.4518235523018507,0.3411053917737031,0.15174755318905958],[0.26884773212738616,0.12492448941901457,0.22134861623810453,0.20670512042535377,0.038131036508509825,-0.1394154499844476,-0.08975172322845507,0.2878713250359438,-0.12544263638789052,0.13716294804134327],[0.2671084738643812,0.22134861623810453,0.26658507338784265,0.24393425780623898,0.1314973901706098,0.02248599221588371,0.10433360404575065,0.39752973295990446,0.024333889778112072,0.15323726729520343],[0.24168146322011708,0.20670512042535377,0.24393425780623898,0.22162165020227792,0.12027893029682665,0.018820109648586575,0.10353486498515271,0.36818836251258424,0.01933290664255044,0.1381347930982199],[0.2328642968259199,0.038131036508509825,0.1314973901706098,0.12027893029682665,-0.042639588109838596,-0.27758397481479474,-0.24946927168479524,0.1343246486779772,-0.271412020536997,0.08405803935308326],[0.3396594569493888,-0.1394154499844476,0.02248599221588371,0.018820109648586575,-0.27758397481479474,-0.8226262366796202,-0.8423889884224626,-0.1334113463644525,-0.8156929142032381,0.029834003450641522],[0.4208491083165746,-0.08975172322845507,0.10433360404575065,0.10353486498515271,-0.24946927168479524,-0.8423889884224626,-0.8191311262986136,-0.002897013342906818,-0.8253585347107609,0.07536504701184292],[0.4518235523018507,0.2878713250359438,0.39752973295990446,0.36818836251258424,0.1343246486779772,-0.1334113463644525,-0.002897013342906818,0.5677107948530362,-0.12389070033559474,0.23051042469261435],[0.3411053917737031,-0.12544263638789052,0.024333889778112072,0.01933290664255044,-0.271412020536997,-0.8156929142032381,-0.8253585347107609,-0.12389070033559474,-0.8113678066681829,0.02676127392215534],[0.15174755318905958,0.13716294804134327,0.15323726729520343,0.1381347930982199,0.08405803935308326,0.029834003450641522,0.07536504701184292,0.23051042469261435,0.02676127392215534,0.08632051163723299]]",10,Random,10,-1.0,-1.0,-1.0,-,-5.044856896016542,"[-1,1,-1,-1,1,1,1,-1,1,-1]",-1,0.2166008949279785,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
31,1,2025-08-20 17:43:29,"[[0.004683669575474953,-0.13543896961932791,0.11815062213206097,0.038250396781604454,-0.018685405572237534,0.027391250519296147,0.10095455890115841,-0.010562264209927792,0.06181670128143602,-0.002094242380716],[-0.13543896961932791,-0.27330492861142314,0.005649047111867908,-0.3039803866563427,-0.1960927041710368,-0.006934500017497194,-0.18512088628535156,-0.1761275581068845,-0.34400297708591304,-0.5098249306542993],[0.11815062213206097,0.005649047111867908,0.18554277995411272,0.3085089615230741,0.13024408591269382,0.04954207604576327,0.3136062542055579,0.12677150712545762,0.38039149552612145,0.4132606461207749],[0.038250396781604454,-0.3039803866563427,0.3085089615230741,0.1627993037763252,-0.011604140363500402,0.07334745488234129,0.29909826690952895,0.0062983091356615395,0.22636174769949396,0.09136245634076476],[-0.018685405572237534,-0.1960927041710368,0.13024408591269382,-0.011604140363500402,-0.05693201399194267,0.03056024610990887,0.0813124454796155,-0.04255338515311474,0.01211800755841553,-0.09235797170319915],[0.027391250519296147,-0.006934500017497194,0.04954207604576327,0.07334745488234129,0.03056024610990887,0.011401416314504479,0.07476365809920212,0.02866975141054997,0.08651889388765259,0.09510080122339508],[0.10095455890115841,-0.18512088628535156,0.3136062542055579,0.29909826690952895,0.0813124454796155,0.07476365809920212,0.3854417871675854,0.08689766548477662,0.38160965989024986,0.3279553054347352],[-0.010562264209927792,-0.1761275581068845,0.12677150712545762,0.0062983091356615395,-0.04255338515311474,0.02866975141054997,0.08689766548477662,-0.03114394511446875,0.02747264014417243,-0.06064550437243974],[0.06181670128143602,-0.34400297708591304,0.38039149552612145,0.22636174769949396,0.01211800755841553,0.08651889388765259,0.38160965989024986,0.02747264014417243,0.30699624086152555,0.17039641819374612],[-0.002094242380716,-0.5098249306542993,0.4132606461207749,0.09136245634076476,-0.09235797170319915,0.09510080122339508,0.3279553054347352,-0.06064550437243974,0.17039641819374612,-0.07665502697273156]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.2336289682939414,"[1,1,-1,1,1,-1,-1,1,-1,1]",-1,0.2157626152038574,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
32,1,2025-08-20 17:43:29,"[[-0.2952164336228725,-0.41405317104517886,-0.16213453417910478,-0.26611010888581194,-0.14631037553115175,-0.4539941054083719,-0.15102219427605265,-0.3075125347833886,-0.2184466130294524,-0.07933992447497537],[-0.41405317104517886,0.5816633314392888,-0.23237743773100894,0.5815694236381128,0.030466967557762202,0.42653892371930086,-0.25089781229071656,0.008726157625749215,0.11625459175065973,0.40936337593269945],[-0.16213453417910478,-0.23237743773100894,-0.08780244804667928,-0.14905950636801032,-0.08156607786415365,-0.25418350877290896,-0.0814167361952762,-0.17103651338011108,-0.12227316121011954,-0.04521484658535679],[-0.26611010888581194,0.5815694236381128,-0.14905950636801032,0.5450941305589418,0.061473575338317696,0.4639060743599494,-0.16794784877714508,0.08408508031912544,0.14976162009897528,0.35574715922426414],[-0.14631037553115175,0.030466967557762202,-0.08156607786415365,0.061473575338317696,-0.024721132399757602,-0.009475137485163009,-0.08290928388065755,-0.0631935965451518,-0.022473397499711098,0.06626768400690818],[-0.4539941054083719,0.42653892371930086,-0.25418350877290896,0.4639060743599494,-0.009475137485163009,0.27454297050487114,-0.26864616278430375,-0.07034463031866169,0.0508388847279242,0.35404418839900254],[-0.15102219427605265,-0.25089781229071656,-0.0814167361952762,-0.16794784877714508,-0.08290928388065755,-0.26864616278430375,-0.07496996229034365,-0.17234613100756985,-0.1265051437114462,-0.05851528041196244],[-0.3075125347833886,0.008726157625749215,-0.17103651338011108,0.08408508031912544,-0.0631935965451518,-0.07034463031866169,-0.17234613100756985,-0.15372017033667568,-0.06741483772798174,0.11448985557851128],[-0.2184466130294524,0.11625459175065973,-0.12227316121011954,0.14976162009897528,-0.022473397499711098,0.0508388847279242,-0.1265051437114462,-0.06741483772798174,-0.0077946033330136485,0.13025480348242696],[-0.07933992447497537,0.40936337593269945,-0.04521484658535679,0.35574715922426414,0.06626768400690818,0.35404418839900254,-0.05851528041196244,0.11448985557851128,0.13025480348242696,0.21057813688838353]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.110397188559069,"[1,1,1,-1,1,1,1,1,1,-1]",-1,0.2140698432922363,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
33,1,2025-08-20 17:43:29,"[[0.10291886384043451,-0.06719686118387351,0.38145912269192234,0.44280050927918424,-0.270569731149835,-0.4749486358142297,0.3770101737169756,-0.21000582434079776,-0.3438122196870209,-0.33975278311284884],[-0.06719686118387351,-0.003336568599661966,0.007945873467676008,0.004156706692338884,-0.03029991482328079,-0.049511734462543304,0.010048279863956644,-0.027516419051753907,-0.06805189630618373,-0.03367923932939419],[0.38145912269192234,0.007945873467676008,0.0806799892187888,0.12427357835026662,0.06711985670862225,0.10669076498133345,0.07743276599740313,0.07389808772994057,0.22137936915433304,0.06982419208902699],[0.44280050927918424,0.004156706692338884,0.12427357835026662,0.1788207271962731,0.05616426045481592,0.07847488741514397,0.11777298939352403,0.07022853466189591,0.229187211561107,0.051373402624200926],[-0.270569731149835,-0.03029991482328079,0.06711985670862225,0.05616426045481592,-0.15064348350471865,-0.2565750589025215,0.07305324095708224,-0.135204552916464,-0.3068311227467653,-0.1802292729108102],[-0.4749486358142297,-0.049511734462543304,0.10669076498133345,0.07847488741514397,-0.2565750589025215,-0.4283379917151449,0.11489777929688803,-0.2312728909556367,-0.5307829400860637,-0.30166148817703553],[0.3770101737169756,0.010048279863956644,0.07743276599740313,0.11777298939352403,0.07305324095708224,0.11489777929688803,0.067815444635722,0.07750749995187851,0.23307461775224522,0.07929104004802075],[-0.21000582434079776,-0.027516419051753907,0.07389808772994057,0.07022853466189591,-0.135204552916464,-0.2312728909556367,0.07750749995187851,-0.11580115000077525,-0.25792861321700766,-0.1609431477298483],[-0.3438122196870209,-0.06805189630618373,0.22137936915433304,0.229187211561107,-0.3068311227467653,-0.5307829400860637,0.23307461775224522,-0.25792861321700766,-0.5506009113491543,-0.37688712113059497],[-0.33975278311284884,-0.03367923932939419,0.06982419208902699,0.051373402624200926,-0.1802292729108102,-0.30166148817703553,0.07929104004802075,-0.1609431477298483,-0.37688712113059497,-0.21275893624260983]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.697981371891431,"[1,1,-1,-1,1,1,-1,1,1,1]",-1,0.2171022891998291,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
