Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (str),Budget (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
192,1,2025-08-26 13:21:24,"[[0.1698588739378184,0.004261804662897828,-0.10216495331620445,-0.48543217035136965,0.6237778220145839,-0.21225092046925198,-0.1452109983581844,-0.027864460185449746,-0.6539415708134615,-0.43057511222352696],[0.004261804662897828,-0.21622050558646544,-0.3760302388261656,-0.033798754956979815,-0.6331650650985134,0.1560262745085378,0.7166662177170624,0.342106277828392,0.8515819359468964,-0.12284992252990823],[-0.10216495331620445,-0.3760302388261656,-0.789455907173124,-0.1839544398107884,0.06090710867490334,-0.08742828331728336,0.06948489098913968,-0.26948205594304875,0.5432424526460601,0.6811423503832269],[-0.48543217035136965,-0.033798754956979815,-0.1839544398107884,-0.9878778891492055,-0.17747059949060906,0.5442049473793763,0.556471591592603,-0.29026703911628204,0.25415455000188913,0.5255248790431191],[0.6237778220145839,-0.6331650650985134,0.06090710867490334,-0.17747059949060906,0.24783931091378575,-0.23870561528645573,0.7731767059601435,-0.09062332042228471,-0.30559582746288727,0.3502503436863128],[-0.21225092046925198,0.1560262745085378,-0.08742828331728336,0.5442049473793763,-0.23870561528645573,-0.32328966352284305,-0.5279569783402256,0.08988279083820438,-0.08489622671823238,-0.7062282734512523],[-0.1452109983581844,0.7166662177170624,0.06948489098913968,0.556471591592603,0.7731767059601435,-0.5279569783402256,0.5166344283114803,0.2253586925392902,-0.09133456987096245,0.5125906735740816],[-0.027864460185449746,0.342106277828392,-0.26948205594304875,-0.29026703911628204,-0.09062332042228471,0.08988279083820438,0.2253586925392902,0.5824729631910204,0.49029344413940046,0.06997947383021685],[-0.6539415708134615,0.8515819359468964,0.5432424526460601,0.25415455000188913,-0.30559582746288727,-0.08489622671823238,-0.09133456987096245,0.49029344413940046,0.8138678158322818,-0.5451310040339741],[-0.43057511222352696,-0.12284992252990823,0.6811423503832269,0.5255248790431191,0.3502503436863128,-0.7062282734512523,0.5125906735740816,0.06997947383021685,-0.5451310040339741,0.4831347068721954]]",10,Penalty,-1,-1.0,-1.0,MOC,4.0,-,-2.7452922253031526,"[-1.,1.,1.,1.,1.,-1.,-1.,-1.,-1.,-1.]",-1,0.4976241588592529,CIA,,,-2.617889206881593,"[1,1,1,1,-1,-1,-1,-1,-1,-1]",79,-1,19,-1,-1.0,1000,112.05778288841248,Baren_69,-1.0
193,1,2025-08-26 13:23:53,"[[0.1698588739378184,0.004261804662897828,-0.10216495331620445,-0.48543217035136965,0.6237778220145839,-0.21225092046925198,-0.1452109983581844,-0.027864460185449746,-0.6539415708134615,-0.43057511222352696],[0.004261804662897828,-0.21622050558646544,-0.3760302388261656,-0.033798754956979815,-0.6331650650985134,0.1560262745085378,0.7166662177170624,0.342106277828392,0.8515819359468964,-0.12284992252990823],[-0.10216495331620445,-0.3760302388261656,-0.789455907173124,-0.1839544398107884,0.06090710867490334,-0.08742828331728336,0.06948489098913968,-0.26948205594304875,0.5432424526460601,0.6811423503832269],[-0.48543217035136965,-0.033798754956979815,-0.1839544398107884,-0.9878778891492055,-0.17747059949060906,0.5442049473793763,0.556471591592603,-0.29026703911628204,0.25415455000188913,0.5255248790431191],[0.6237778220145839,-0.6331650650985134,0.06090710867490334,-0.17747059949060906,0.24783931091378575,-0.23870561528645573,0.7731767059601435,-0.09062332042228471,-0.30559582746288727,0.3502503436863128],[-0.21225092046925198,0.1560262745085378,-0.08742828331728336,0.5442049473793763,-0.23870561528645573,-0.32328966352284305,-0.5279569783402256,0.08988279083820438,-0.08489622671823238,-0.7062282734512523],[-0.1452109983581844,0.7166662177170624,0.06948489098913968,0.556471591592603,0.7731767059601435,-0.5279569783402256,0.5166344283114803,0.2253586925392902,-0.09133456987096245,0.5125906735740816],[-0.027864460185449746,0.342106277828392,-0.26948205594304875,-0.29026703911628204,-0.09062332042228471,0.08988279083820438,0.2253586925392902,0.5824729631910204,0.49029344413940046,0.06997947383021685],[-0.6539415708134615,0.8515819359468964,0.5432424526460601,0.25415455000188913,-0.30559582746288727,-0.08489622671823238,-0.09133456987096245,0.49029344413940046,0.8138678158322818,-0.5451310040339741],[-0.43057511222352696,-0.12284992252990823,0.6811423503832269,0.5255248790431191,0.3502503436863128,-0.7062282734512523,0.5125906735740816,0.06997947383021685,-0.5451310040339741,0.4831347068721954]]",10,Penalty,-1,-1.0,-1.0,MOC,5.0,-,-2.7623218813608656,"[-1.,1.,1.,1.,1.,-1.,-1.,1.,-1.,-1.]",-1,0.4951155185699463,CIA,,,-2.572160002702472,"[1,1,1,1,-1,-1,-1,1,-1,-1]",107,-1,-1,-1,-1.0,1000,148.50742030143738,Baren_97,-1.0
194,1,2025-08-26 13:46:05,"[[0.1698588739378184,0.004261804662897828,-0.10216495331620445,-0.48543217035136965,0.6237778220145839,-0.21225092046925198,-0.1452109983581844,-0.027864460185449746,-0.6539415708134615,-0.43057511222352696],[0.004261804662897828,-0.21622050558646544,-0.3760302388261656,-0.033798754956979815,-0.6331650650985134,0.1560262745085378,0.7166662177170624,0.342106277828392,0.8515819359468964,-0.12284992252990823],[-0.10216495331620445,-0.3760302388261656,-0.789455907173124,-0.1839544398107884,0.06090710867490334,-0.08742828331728336,0.06948489098913968,-0.26948205594304875,0.5432424526460601,0.6811423503832269],[-0.48543217035136965,-0.033798754956979815,-0.1839544398107884,-0.9878778891492055,-0.17747059949060906,0.5442049473793763,0.556471591592603,-0.29026703911628204,0.25415455000188913,0.5255248790431191],[0.6237778220145839,-0.6331650650985134,0.06090710867490334,-0.17747059949060906,0.24783931091378575,-0.23870561528645573,0.7731767059601435,-0.09062332042228471,-0.30559582746288727,0.3502503436863128],[-0.21225092046925198,0.1560262745085378,-0.08742828331728336,0.5442049473793763,-0.23870561528645573,-0.32328966352284305,-0.5279569783402256,0.08988279083820438,-0.08489622671823238,-0.7062282734512523],[-0.1452109983581844,0.7166662177170624,0.06948489098913968,0.556471591592603,0.7731767059601435,-0.5279569783402256,0.5166344283114803,0.2253586925392902,-0.09133456987096245,0.5125906735740816],[-0.027864460185449746,0.342106277828392,-0.26948205594304875,-0.29026703911628204,-0.09062332042228471,0.08988279083820438,0.2253586925392902,0.5824729631910204,0.49029344413940046,0.06997947383021685],[-0.6539415708134615,0.8515819359468964,0.5432424526460601,0.25415455000188913,-0.30559582746288727,-0.08489622671823238,-0.09133456987096245,0.49029344413940046,0.8138678158322818,-0.5451310040339741],[-0.43057511222352696,-0.12284992252990823,0.6811423503832269,0.5255248790431191,0.3502503436863128,-0.7062282734512523,0.5125906735740816,0.06997947383021685,-0.5451310040339741,0.4831347068721954]]",10,Penalty,-1,-1.0,-1.0,MOC,6.0,-,-2.664814401567498,"[1.,1.,1.,1.,1.,-1.,-1.,1.,-1.,-1.]",-1,0.4256768226623535,CIA,,,-2.5837546402870184,"[1,-1,-1,-1,-1,1,1,-1,1,1]",964,-1,18,-1,-1.0,1000,1332.0049264431,Baren_954,-1.0
195,1,2025-08-26 13:46:26,"[[0.1698588739378184,0.004261804662897828,-0.10216495331620445,-0.48543217035136965,0.6237778220145839,-0.21225092046925198,-0.1452109983581844,-0.027864460185449746,-0.6539415708134615,-0.43057511222352696],[0.004261804662897828,-0.21622050558646544,-0.3760302388261656,-0.033798754956979815,-0.6331650650985134,0.1560262745085378,0.7166662177170624,0.342106277828392,0.8515819359468964,-0.12284992252990823],[-0.10216495331620445,-0.3760302388261656,-0.789455907173124,-0.1839544398107884,0.06090710867490334,-0.08742828331728336,0.06948489098913968,-0.26948205594304875,0.5432424526460601,0.6811423503832269],[-0.48543217035136965,-0.033798754956979815,-0.1839544398107884,-0.9878778891492055,-0.17747059949060906,0.5442049473793763,0.556471591592603,-0.29026703911628204,0.25415455000188913,0.5255248790431191],[0.6237778220145839,-0.6331650650985134,0.06090710867490334,-0.17747059949060906,0.24783931091378575,-0.23870561528645573,0.7731767059601435,-0.09062332042228471,-0.30559582746288727,0.3502503436863128],[-0.21225092046925198,0.1560262745085378,-0.08742828331728336,0.5442049473793763,-0.23870561528645573,-0.32328966352284305,-0.5279569783402256,0.08988279083820438,-0.08489622671823238,-0.7062282734512523],[-0.1452109983581844,0.7166662177170624,0.06948489098913968,0.556471591592603,0.7731767059601435,-0.5279569783402256,0.5166344283114803,0.2253586925392902,-0.09133456987096245,0.5125906735740816],[-0.027864460185449746,0.342106277828392,-0.26948205594304875,-0.29026703911628204,-0.09062332042228471,0.08988279083820438,0.2253586925392902,0.5824729631910204,0.49029344413940046,0.06997947383021685],[-0.6539415708134615,0.8515819359468964,0.5432424526460601,0.25415455000188913,-0.30559582746288727,-0.08489622671823238,-0.09133456987096245,0.49029344413940046,0.8138678158322818,-0.5451310040339741],[-0.43057511222352696,-0.12284992252990823,0.6811423503832269,0.5255248790431191,0.3502503436863128,-0.7062282734512523,0.5125906735740816,0.06997947383021685,-0.5451310040339741,0.4831347068721954]]",10,Penalty,-1,-1.0,-1.0,MOC,7.0,-,-2.574730039675793,"[1.,1.,1.,1.,1.,1.,-1.,1.,-1.,-1.]",-1,0.4530487060546875,CIA,,,-2.664814401567498,"[1,1,1,1,1,-1,-1,1,-1,-1]",16,16,13,16,-1.0,1000,20.671681880950928,,-1.0
196,1,2025-08-26 13:46:32,"[[0.1698588739378184,0.004261804662897828,-0.10216495331620445,-0.48543217035136965,0.6237778220145839,-0.21225092046925198,-0.1452109983581844,-0.027864460185449746,-0.6539415708134615,-0.43057511222352696],[0.004261804662897828,-0.21622050558646544,-0.3760302388261656,-0.033798754956979815,-0.6331650650985134,0.1560262745085378,0.7166662177170624,0.342106277828392,0.8515819359468964,-0.12284992252990823],[-0.10216495331620445,-0.3760302388261656,-0.789455907173124,-0.1839544398107884,0.06090710867490334,-0.08742828331728336,0.06948489098913968,-0.26948205594304875,0.5432424526460601,0.6811423503832269],[-0.48543217035136965,-0.033798754956979815,-0.1839544398107884,-0.9878778891492055,-0.17747059949060906,0.5442049473793763,0.556471591592603,-0.29026703911628204,0.25415455000188913,0.5255248790431191],[0.6237778220145839,-0.6331650650985134,0.06090710867490334,-0.17747059949060906,0.24783931091378575,-0.23870561528645573,0.7731767059601435,-0.09062332042228471,-0.30559582746288727,0.3502503436863128],[-0.21225092046925198,0.1560262745085378,-0.08742828331728336,0.5442049473793763,-0.23870561528645573,-0.32328966352284305,-0.5279569783402256,0.08988279083820438,-0.08489622671823238,-0.7062282734512523],[-0.1452109983581844,0.7166662177170624,0.06948489098913968,0.556471591592603,0.7731767059601435,-0.5279569783402256,0.5166344283114803,0.2253586925392902,-0.09133456987096245,0.5125906735740816],[-0.027864460185449746,0.342106277828392,-0.26948205594304875,-0.29026703911628204,-0.09062332042228471,0.08988279083820438,0.2253586925392902,0.5824729631910204,0.49029344413940046,0.06997947383021685],[-0.6539415708134615,0.8515819359468964,0.5432424526460601,0.25415455000188913,-0.30559582746288727,-0.08489622671823238,-0.09133456987096245,0.49029344413940046,0.8138678158322818,-0.5451310040339741],[-0.43057511222352696,-0.12284992252990823,0.6811423503832269,0.5255248790431191,0.3502503436863128,-0.7062282734512523,0.5125906735740816,0.06997947383021685,-0.5451310040339741,0.4831347068721954]]",10,Penalty,-1,-1.0,-1.0,MOC,8.0,-,-1.965918947501507,"[1.,1.,1.,1.,1.,1.,-1.,1.,-1.,1.]",-1,0.4452729225158691,CIA,,,-1.965918947501507,"[1,1,1,1,1,1,-1,1,-1,1]",5,5,5,5,-1.0,1000,5.488593101501465,,-1.0
197,1,2025-08-26 13:48:10,"[[0.18477094916560755,-0.16154579645373668,0.7658070201703321,-0.18770847296814508,0.10838858324512457,0.2691634359858489,0.04516791643340923,-0.6480783496730876,-0.08028235797801164,-0.2479605892201987],[-0.16154579645373668,-0.009863445174121965,0.5109234691594572,-0.5291340179530465,0.904129547922708,-0.31434963382983283,-0.5939432102358199,-0.5433908156827163,0.05217517359410484,0.404547555219537],[0.7658070201703321,0.5109234691594572,-0.40525821333082335,-0.34043453731032514,-0.25410705728609895,0.061039731018602494,-0.026740767073768268,0.37302870860479465,0.18421197600438488,-0.1522552767760894],[-0.18770847296814508,-0.5291340179530465,-0.34043453731032514,-0.8976517690223205,-0.30118558170310206,0.5547123108322849,0.4960086107143341,-0.10778991782872094,0.1649487915540928,0.5695964742147597],[0.10838858324512457,0.904129547922708,-0.25410705728609895,-0.30118558170310206,0.6801203783495986,0.20827877386641658,0.30995868952406513,0.6112316528225639,-0.022520195822874678,-0.20918140531094453],[0.2691634359858489,-0.31434963382983283,0.061039731018602494,0.5547123108322849,0.20827877386641658,-0.9021701875781267,0.19092726990900366,-0.425324709434613,-0.40787936150929427,-0.18493972988137997],[0.04516791643340923,-0.5939432102358199,-0.026740767073768268,0.4960086107143341,0.30995868952406513,0.19092726990900366,-0.5703762487951389,-0.3939459912413421,-0.066046394974145,0.4906656617332612],[-0.6480783496730876,-0.5433908156827163,0.37302870860479465,-0.10778991782872094,0.6112316528225639,-0.425324709434613,-0.3939459912413421,0.8040287016338781,-0.6118916641458293,-0.21110861570967265],[-0.08028235797801164,0.05217517359410484,0.18421197600438488,0.1649487915540928,-0.022520195822874678,-0.40787936150929427,-0.066046394974145,-0.6118916641458293,-0.9306543926490152,0.07250982249030391],[-0.2479605892201987,0.404547555219537,-0.1522552767760894,0.5695964742147597,-0.20918140531094453,-0.18493972988137997,0.4906656617332612,-0.21110861570967265,0.07250982249030391,0.6819781999135812]]",10,Penalty,-1,-1.0,-1.0,MOC,2.0,-,-1.0644418260052937,"[-1.,-1.,-1.,-1.,-1.,1.,-1.,-1.,1.,-1.]",-1,0.4416656494140625,CIA,,,-1.6996438487687966,"[-1,-1,-1,-1,-1,1,-1,1,1,-1]",78,-1,-1,-1,-1.0,1000,98.31437826156616,Baren_68,-1.0
198,1,2025-08-26 13:49:32,"[[0.18477094916560755,-0.16154579645373668,0.7658070201703321,-0.18770847296814508,0.10838858324512457,0.2691634359858489,0.04516791643340923,-0.6480783496730876,-0.08028235797801164,-0.2479605892201987],[-0.16154579645373668,-0.009863445174121965,0.5109234691594572,-0.5291340179530465,0.904129547922708,-0.31434963382983283,-0.5939432102358199,-0.5433908156827163,0.05217517359410484,0.404547555219537],[0.7658070201703321,0.5109234691594572,-0.40525821333082335,-0.34043453731032514,-0.25410705728609895,0.061039731018602494,-0.026740767073768268,0.37302870860479465,0.18421197600438488,-0.1522552767760894],[-0.18770847296814508,-0.5291340179530465,-0.34043453731032514,-0.8976517690223205,-0.30118558170310206,0.5547123108322849,0.4960086107143341,-0.10778991782872094,0.1649487915540928,0.5695964742147597],[0.10838858324512457,0.904129547922708,-0.25410705728609895,-0.30118558170310206,0.6801203783495986,0.20827877386641658,0.30995868952406513,0.6112316528225639,-0.022520195822874678,-0.20918140531094453],[0.2691634359858489,-0.31434963382983283,0.061039731018602494,0.5547123108322849,0.20827877386641658,-0.9021701875781267,0.19092726990900366,-0.425324709434613,-0.40787936150929427,-0.18493972988137997],[0.04516791643340923,-0.5939432102358199,-0.026740767073768268,0.4960086107143341,0.30995868952406513,0.19092726990900366,-0.5703762487951389,-0.3939459912413421,-0.066046394974145,0.4906656617332612],[-0.6480783496730876,-0.5433908156827163,0.37302870860479465,-0.10778991782872094,0.6112316528225639,-0.425324709434613,-0.3939459912413421,0.8040287016338781,-0.6118916641458293,-0.21110861570967265],[-0.08028235797801164,0.05217517359410484,0.18421197600438488,0.1649487915540928,-0.022520195822874678,-0.40787936150929427,-0.066046394974145,-0.6118916641458293,-0.9306543926490152,0.07250982249030391],[-0.2479605892201987,0.404547555219537,-0.1522552767760894,0.5695964742147597,-0.20918140531094453,-0.18493972988137997,0.4906656617332612,-0.21110861570967265,0.07250982249030391,0.6819781999135812]]",10,Penalty,-1,-1.0,-1.0,MOC,3.0,-,-1.6996438487687966,"[-1.,-1.,-1.,-1.,-1.,1.,-1.,1.,1.,-1.]",-1,0.5450544357299805,CIA,,,-0.9472721526837268,"[-1,-1,1,1,1,-1,-1,-1,-1,-1]",70,-1,-1,-1,-1.0,1000,81.57627439498901,Baren_60,-1.0
199,1,2025-08-26 13:58:22,"[[0.18477094916560755,-0.16154579645373668,0.7658070201703321,-0.18770847296814508,0.10838858324512457,0.2691634359858489,0.04516791643340923,-0.6480783496730876,-0.08028235797801164,-0.2479605892201987],[-0.16154579645373668,-0.009863445174121965,0.5109234691594572,-0.5291340179530465,0.904129547922708,-0.31434963382983283,-0.5939432102358199,-0.5433908156827163,0.05217517359410484,0.404547555219537],[0.7658070201703321,0.5109234691594572,-0.40525821333082335,-0.34043453731032514,-0.25410705728609895,0.061039731018602494,-0.026740767073768268,0.37302870860479465,0.18421197600438488,-0.1522552767760894],[-0.18770847296814508,-0.5291340179530465,-0.34043453731032514,-0.8976517690223205,-0.30118558170310206,0.5547123108322849,0.4960086107143341,-0.10778991782872094,0.1649487915540928,0.5695964742147597],[0.10838858324512457,0.904129547922708,-0.25410705728609895,-0.30118558170310206,0.6801203783495986,0.20827877386641658,0.30995868952406513,0.6112316528225639,-0.022520195822874678,-0.20918140531094453],[0.2691634359858489,-0.31434963382983283,0.061039731018602494,0.5547123108322849,0.20827877386641658,-0.9021701875781267,0.19092726990900366,-0.425324709434613,-0.40787936150929427,-0.18493972988137997],[0.04516791643340923,-0.5939432102358199,-0.026740767073768268,0.4960086107143341,0.30995868952406513,0.19092726990900366,-0.5703762487951389,-0.3939459912413421,-0.066046394974145,0.4906656617332612],[-0.6480783496730876,-0.5433908156827163,0.37302870860479465,-0.10778991782872094,0.6112316528225639,-0.425324709434613,-0.3939459912413421,0.8040287016338781,-0.6118916641458293,-0.21110861570967265],[-0.08028235797801164,0.05217517359410484,0.18421197600438488,0.1649487915540928,-0.022520195822874678,-0.40787936150929427,-0.066046394974145,-0.6118916641458293,-0.9306543926490152,0.07250982249030391],[-0.2479605892201987,0.404547555219537,-0.1522552767760894,0.5695964742147597,-0.20918140531094453,-0.18493972988137997,0.4906656617332612,-0.21110861570967265,0.07250982249030391,0.6819781999135812]]",10,Penalty,-1,-1.0,-1.0,MOC,4.0,-,-2.5101408472743016,"[-1.,1.,-1.,-1.,-1.,1.,-1.,1.,1.,-1.]",-1,1.025092363357544,CIA,,,-3.658337298214175,"[-1,1,-1,-1,-1,1,1,1,1,-1]",489,-1,6,-1,-1.0,1000,529.7529165744781,Baren_479,-1.0
200,1,2025-08-26 14:00:59,"[[0.18477094916560755,-0.16154579645373668,0.7658070201703321,-0.18770847296814508,0.10838858324512457,0.2691634359858489,0.04516791643340923,-0.6480783496730876,-0.08028235797801164,-0.2479605892201987],[-0.16154579645373668,-0.009863445174121965,0.5109234691594572,-0.5291340179530465,0.904129547922708,-0.31434963382983283,-0.5939432102358199,-0.5433908156827163,0.05217517359410484,0.404547555219537],[0.7658070201703321,0.5109234691594572,-0.40525821333082335,-0.34043453731032514,-0.25410705728609895,0.061039731018602494,-0.026740767073768268,0.37302870860479465,0.18421197600438488,-0.1522552767760894],[-0.18770847296814508,-0.5291340179530465,-0.34043453731032514,-0.8976517690223205,-0.30118558170310206,0.5547123108322849,0.4960086107143341,-0.10778991782872094,0.1649487915540928,0.5695964742147597],[0.10838858324512457,0.904129547922708,-0.25410705728609895,-0.30118558170310206,0.6801203783495986,0.20827877386641658,0.30995868952406513,0.6112316528225639,-0.022520195822874678,-0.20918140531094453],[0.2691634359858489,-0.31434963382983283,0.061039731018602494,0.5547123108322849,0.20827877386641658,-0.9021701875781267,0.19092726990900366,-0.425324709434613,-0.40787936150929427,-0.18493972988137997],[0.04516791643340923,-0.5939432102358199,-0.026740767073768268,0.4960086107143341,0.30995868952406513,0.19092726990900366,-0.5703762487951389,-0.3939459912413421,-0.066046394974145,0.4906656617332612],[-0.6480783496730876,-0.5433908156827163,0.37302870860479465,-0.10778991782872094,0.6112316528225639,-0.425324709434613,-0.3939459912413421,0.8040287016338781,-0.6118916641458293,-0.21110861570967265],[-0.08028235797801164,0.05217517359410484,0.18421197600438488,0.1649487915540928,-0.022520195822874678,-0.40787936150929427,-0.066046394974145,-0.6118916641458293,-0.9306543926490152,0.07250982249030391],[-0.2479605892201987,0.404547555219537,-0.1522552767760894,0.5695964742147597,-0.20918140531094453,-0.18493972988137997,0.4906656617332612,-0.21110861570967265,0.07250982249030391,0.6819781999135812]]",10,Penalty,-1,-1.0,-1.0,MOC,5.0,-,-3.658337298214175,"[-1.,1.,-1.,-1.,-1.,1.,1.,1.,1.,-1.]",-1,0.502406120300293,CIA,,,-2.874109061569243,"[1,1,1,1,-1,1,1,1,1,-1]",153,-1,-1,-1,-1.0,1000,156.13848447799683,Baren_143,-1.0
201,1,2025-08-26 14:01:18,"[[0.18477094916560755,-0.16154579645373668,0.7658070201703321,-0.18770847296814508,0.10838858324512457,0.2691634359858489,0.04516791643340923,-0.6480783496730876,-0.08028235797801164,-0.2479605892201987],[-0.16154579645373668,-0.009863445174121965,0.5109234691594572,-0.5291340179530465,0.904129547922708,-0.31434963382983283,-0.5939432102358199,-0.5433908156827163,0.05217517359410484,0.404547555219537],[0.7658070201703321,0.5109234691594572,-0.40525821333082335,-0.34043453731032514,-0.25410705728609895,0.061039731018602494,-0.026740767073768268,0.37302870860479465,0.18421197600438488,-0.1522552767760894],[-0.18770847296814508,-0.5291340179530465,-0.34043453731032514,-0.8976517690223205,-0.30118558170310206,0.5547123108322849,0.4960086107143341,-0.10778991782872094,0.1649487915540928,0.5695964742147597],[0.10838858324512457,0.904129547922708,-0.25410705728609895,-0.30118558170310206,0.6801203783495986,0.20827877386641658,0.30995868952406513,0.6112316528225639,-0.022520195822874678,-0.20918140531094453],[0.2691634359858489,-0.31434963382983283,0.061039731018602494,0.5547123108322849,0.20827877386641658,-0.9021701875781267,0.19092726990900366,-0.425324709434613,-0.40787936150929427,-0.18493972988137997],[0.04516791643340923,-0.5939432102358199,-0.026740767073768268,0.4960086107143341,0.30995868952406513,0.19092726990900366,-0.5703762487951389,-0.3939459912413421,-0.066046394974145,0.4906656617332612],[-0.6480783496730876,-0.5433908156827163,0.37302870860479465,-0.10778991782872094,0.6112316528225639,-0.425324709434613,-0.3939459912413421,0.8040287016338781,-0.6118916641458293,-0.21110861570967265],[-0.08028235797801164,0.05217517359410484,0.18421197600438488,0.1649487915540928,-0.022520195822874678,-0.40787936150929427,-0.066046394974145,-0.6118916641458293,-0.9306543926490152,0.07250982249030391],[-0.2479605892201987,0.404547555219537,-0.1522552767760894,0.5695964742147597,-0.20918140531094453,-0.18493972988137997,0.4906656617332612,-0.21110861570967265,0.07250982249030391,0.6819781999135812]]",10,Penalty,-1,-1.0,-1.0,MOC,6.0,-,-4.141526975316949,"[1.,1.,-1.,-1.,-1.,1.,1.,1.,1.,-1.]",-1,0.454791784286499,CIA,,,-4.199315555477309,"[1,1,-1,1,-1,1,1,1,1,-1]",27,27,22,27,-1.0,1000,19.29098415374756,,-1.0
202,1,2025-08-26 14:01:31,"[[0.18477094916560755,-0.16154579645373668,0.7658070201703321,-0.18770847296814508,0.10838858324512457,0.2691634359858489,0.04516791643340923,-0.6480783496730876,-0.08028235797801164,-0.2479605892201987],[-0.16154579645373668,-0.009863445174121965,0.5109234691594572,-0.5291340179530465,0.904129547922708,-0.31434963382983283,-0.5939432102358199,-0.5433908156827163,0.05217517359410484,0.404547555219537],[0.7658070201703321,0.5109234691594572,-0.40525821333082335,-0.34043453731032514,-0.25410705728609895,0.061039731018602494,-0.026740767073768268,0.37302870860479465,0.18421197600438488,-0.1522552767760894],[-0.18770847296814508,-0.5291340179530465,-0.34043453731032514,-0.8976517690223205,-0.30118558170310206,0.5547123108322849,0.4960086107143341,-0.10778991782872094,0.1649487915540928,0.5695964742147597],[0.10838858324512457,0.904129547922708,-0.25410705728609895,-0.30118558170310206,0.6801203783495986,0.20827877386641658,0.30995868952406513,0.6112316528225639,-0.022520195822874678,-0.20918140531094453],[0.2691634359858489,-0.31434963382983283,0.061039731018602494,0.5547123108322849,0.20827877386641658,-0.9021701875781267,0.19092726990900366,-0.425324709434613,-0.40787936150929427,-0.18493972988137997],[0.04516791643340923,-0.5939432102358199,-0.026740767073768268,0.4960086107143341,0.30995868952406513,0.19092726990900366,-0.5703762487951389,-0.3939459912413421,-0.066046394974145,0.4906656617332612],[-0.6480783496730876,-0.5433908156827163,0.37302870860479465,-0.10778991782872094,0.6112316528225639,-0.425324709434613,-0.3939459912413421,0.8040287016338781,-0.6118916641458293,-0.21110861570967265],[-0.08028235797801164,0.05217517359410484,0.18421197600438488,0.1649487915540928,-0.022520195822874678,-0.40787936150929427,-0.066046394974145,-0.6118916641458293,-0.9306543926490152,0.07250982249030391],[-0.2479605892201987,0.404547555219537,-0.1522552767760894,0.5695964742147597,-0.20918140531094453,-0.18493972988137997,0.4906656617332612,-0.21110861570967265,0.07250982249030391,0.6819781999135812]]",10,Penalty,-1,-1.0,-1.0,MOC,7.0,-,-4.199315555477309,"[1.,1.,-1.,1.,-1.,1.,1.,1.,1.,-1.]",-1,0.4948756694793701,CIA,,,-4.199315555477309,"[1,1,-1,1,-1,1,1,1,1,-1]",12,12,12,12,-1.0,1000,13.194801330566406,,-1.0
203,1,2025-08-26 14:02:35,"[[0.18477094916560755,-0.16154579645373668,0.7658070201703321,-0.18770847296814508,0.10838858324512457,0.2691634359858489,0.04516791643340923,-0.6480783496730876,-0.08028235797801164,-0.2479605892201987],[-0.16154579645373668,-0.009863445174121965,0.5109234691594572,-0.5291340179530465,0.904129547922708,-0.31434963382983283,-0.5939432102358199,-0.5433908156827163,0.05217517359410484,0.404547555219537],[0.7658070201703321,0.5109234691594572,-0.40525821333082335,-0.34043453731032514,-0.25410705728609895,0.061039731018602494,-0.026740767073768268,0.37302870860479465,0.18421197600438488,-0.1522552767760894],[-0.18770847296814508,-0.5291340179530465,-0.34043453731032514,-0.8976517690223205,-0.30118558170310206,0.5547123108322849,0.4960086107143341,-0.10778991782872094,0.1649487915540928,0.5695964742147597],[0.10838858324512457,0.904129547922708,-0.25410705728609895,-0.30118558170310206,0.6801203783495986,0.20827877386641658,0.30995868952406513,0.6112316528225639,-0.022520195822874678,-0.20918140531094453],[0.2691634359858489,-0.31434963382983283,0.061039731018602494,0.5547123108322849,0.20827877386641658,-0.9021701875781267,0.19092726990900366,-0.425324709434613,-0.40787936150929427,-0.18493972988137997],[0.04516791643340923,-0.5939432102358199,-0.026740767073768268,0.4960086107143341,0.30995868952406513,0.19092726990900366,-0.5703762487951389,-0.3939459912413421,-0.066046394974145,0.4906656617332612],[-0.6480783496730876,-0.5433908156827163,0.37302870860479465,-0.10778991782872094,0.6112316528225639,-0.425324709434613,-0.3939459912413421,0.8040287016338781,-0.6118916641458293,-0.21110861570967265],[-0.08028235797801164,0.05217517359410484,0.18421197600438488,0.1649487915540928,-0.022520195822874678,-0.40787936150929427,-0.066046394974145,-0.6118916641458293,-0.9306543926490152,0.07250982249030391],[-0.2479605892201987,0.404547555219537,-0.1522552767760894,0.5695964742147597,-0.20918140531094453,-0.18493972988137997,0.4906656617332612,-0.21110861570967265,0.07250982249030391,0.6819781999135812]]",10,Penalty,-1,-1.0,-1.0,MOC,8.0,-,-2.9650158766739083,"[1.,1.,-1.,1.,-1.,1.,1.,1.,1.,1.]",-1,0.3991339206695556,CIA,,,-4.199315555477309,"[1,1,-1,1,-1,1,1,1,1,-1]",64,14,14,14,-1.0,1000,62.93368744850159,Baren_54,-1.0
