Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
181,1,2025-08-22 15:50:09,"[[-0.3103368993659364,-0.33248107707326874,-0.4250722929211458,0.5762813982734538,0.5551915546922818,-0.23850320217241816,-0.2637688191707749,0.5253591089824811,-0.25476961393873965,-0.4256410007940887],[-0.3324810770732681,-0.3231443739776007,-0.44755790403214235,0.5933323845181165,0.5768238997010253,-0.25698381930281666,-0.2689406451820408,0.5422281571836297,-0.2561043903427408,-0.43606293192572065],[-0.42507229292114507,-0.4475579040321424,-0.5680939083755665,0.7696355965711973,0.7450184902088273,-0.33227152367210094,-0.35085577183613154,0.6939580995398471,-0.34651627767718696,-0.548988287272541],[0.5762813982734526,0.5933323845181164,0.769635596571197,-0.9999999999999999,-0.9725090073736908,0.4485484467739122,0.4642435208398913,-0.911985281825334,0.45664051686866947,0.7488018159504136],[0.555191554692281,0.5768238997010257,0.7450184902088276,-0.9725090073736917,-0.9557558666684224,0.42702272551216686,0.43754434837847106,-0.8999991145584939,0.43564468329643663,0.7236613035903424],[-0.23850320217241783,-0.25698381930281683,-0.33227152367210105,0.44854844677391253,0.42702272551216686,-0.19257881680454234,-0.20647609126715671,0.4005609130368081,-0.19024366267204776,-0.33012645159009846],[-0.2637688191707742,-0.26894064518204064,-0.3508557718361312,0.4642435208398911,0.4375443483784705,-0.20647609126715644,-0.19192251594380833,0.42946558344636326,-0.20298143939064106,-0.33324570356748606],[0.52535910898248,0.5422281571836295,0.6939580995398469,-0.911985281825334,-0.8999991145584931,0.4005609130368077,0.42946558344636343,-0.8356523939964875,0.39590316142290544,0.6765126467550333],[-0.25476961393873915,-0.25610439034274074,-0.3465162776771868,0.4566405168686695,0.43564468329643635,-0.19024366267204762,-0.2029814393906412,0.39590316142290555,-0.18441042448976613,-0.32801049629133394],[-0.4256410007940883,-0.43606293192572104,-0.5489882872725415,0.7488018159504144,0.7236613035903428,-0.3301264515900986,-0.3332457035674866,0.6765126467550342,-0.3280104962913342,-0.5342963042980114]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-7.169516035163234,"[1.,1.,1.,-1.,-1.,1.,1.,-1.,1.,1.]",-1,0.8085803985595703,CIA,,,-7.169516035163234,"[1,1,1,1,-1,1,1,-1,1,1]",3,3,3,3,-1.0,1000,6.854618310928345,,-1.0
182,1,2025-08-22 15:50:18,"[[-0.18158877601960885,-0.12291682727789244,-0.23131651071531445,0.3203932731513202,-0.02141254624709915,0.08837727717593616,-0.48155278741775037,0.09206780396643108,0.23491459858876834,0.2497401540608387],[-0.12291682727789227,0.006128986416045107,-0.0848725832432214,0.14493529361295698,-0.006151261788834311,0.04396413558219403,-0.185781647737083,0.001737071853301496,0.09153924861172316,0.0981001275999818],[-0.2313165107153143,-0.08487258324322146,-0.20822074160135118,0.3762122229657336,0.02191079553955612,0.09766559409551119,-0.46454050624057547,0.12853968286323106,0.29587529218720743,0.2949086953021004],[0.3203932731513201,0.1449352936129572,0.37621222296573376,-0.5247400099250267,0.017943641384691008,-0.13820938577282382,0.7478303921855564,-0.15941240999737175,-0.4184088698158602,-0.4017261608652782],[-0.02141254624709914,-0.006151261788834319,0.021910795539556112,0.017943641384691015,0.0027555139244072324,0.003167388495022707,-0.04316958695027888,0.016192895487763585,0.017536392664676874,0.017401439694476193],[0.08837727717593605,0.043964135582194024,0.09766559409551112,-0.13820938577282368,0.003167388495022709,0.000186950573066788,0.19365228585169086,-0.052153185709904855,-0.1364551876337248,-0.11123366511488748],[-0.48155278741775015,-0.1857816477370832,-0.4645405062405754,0.7478303921855561,-0.04316958695027886,0.193652285851691,-1.0,0.27914848744447973,0.524006825775016,0.525515967615478],[0.09206780396643112,0.0017370718533015902,0.12853968286323117,-0.15941240999737188,0.01619289548776357,-0.05215318570990494,0.27914848744447995,-0.048547524189193614,-0.14978366483735345,-0.11516734018554517],[0.23491459858876804,0.0915392486117232,0.29587529218720726,-0.4184088698158598,0.01753639266467685,-0.13645518763372477,0.5240068257750158,-0.1497836648373532,-0.25333052316097654,-0.3106270813096968],[0.24974015406083858,0.09810012759998189,0.29490869530210045,-0.4017261608652781,0.017401439694476186,-0.11123366511488757,0.5255159676154781,-0.11516734018554509,-0.3106270813096971,-0.21906390777884524]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-2.2314158942663496,"[-1.,-1.,-1.,1.,-1.,1.,-1.,1.,1.,1.]",-1,0.6439950466156006,CIA,,,-2.2314158942663496,"[-1,-1,-1,1,-1,1,-1,1,1,1]",3,3,3,3,-1.0,1000,8.457733869552612,,-1.0
183,1,2025-08-22 15:43:20,"[[-0.17225203369708772,0.11565462046536044,0.24914265999297702,-0.10194517563091346,-0.12937525253866392,-0.1907847379084868,0.02254119277037659,0.024464759792170537,-0.018263779792763106,0.41538631036785484],[0.11565462046536047,-0.1394182738227325,-0.23195149067826137,0.12813268220683097,0.1653565834148819,0.17884708228796597,-0.009581228472644688,0.03383711979858234,-0.028369435213946095,-0.3766003409348408],[0.24914265999297724,-0.23195149067826143,-0.47902078647541996,0.1890614205805521,0.22674189362392277,0.36468037970631295,-0.10045099653862898,-0.04015818966551638,-0.019118303492107174,-0.5918479682303908],[-0.10194517563091349,0.12813268220683094,0.18906142058055195,-0.12516682068337842,-0.07275838174415213,-0.1773831765843777,0.07719456099077551,0.011997947051577593,-0.0020696641706053937,0.29251861837669724],[-0.12937525253866397,0.16535658341488194,0.22674189362392272,-0.07275838174415213,-0.08399453712839092,-0.16399294284839247,0.022049599859457657,0.04013529862097206,-0.0029514844991352183,0.3916599119075233],[-0.19078473790848685,0.178847082287966,0.3646803797063129,-0.17738317658437774,-0.1639929428483925,-0.36517963603075676,0.01342291451107207,0.028151526256207465,0.014968045290227062,0.5792710368344726],[0.02254119277037663,-0.009581228472644707,-0.10045099653862899,0.07719456099077555,0.022049599859457678,0.013422914511072104,-0.04468576806821168,0.01030074789677812,0.011630727257989871,-0.09064836785775039],[0.02446475979217048,0.03383711979858246,-0.04015818966551626,0.011997947051577538,0.040135298620972,0.028151526256207357,0.01030074789677817,-0.09970712654553192,0.009357288142995595,-0.03542261393302123],[-0.01826377979276315,-0.028369435213946092,-0.01911830349210715,-0.0020696641706054197,-0.0029514844991352465,0.014968045290227053,0.01163072725798989,0.0093572881429956,-0.06288420210349471,-0.029506232558909593],[0.415386310367855,-0.3766003409348409,-0.5918479682303907,0.29251861837669735,0.3916599119075233,0.5792710368344726,-0.09064836785775036,-0.03542261393302142,-0.029506232558909624,-1.0]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-2.0591413580263724,"[-1.,1.,1.,-1.,-1.,-1.,1.,1.,1.,1.]",-1,0.7614543437957764,CIA,,,-2.0591413580263724,"[-1,1,1,-1,-1,-1,1,1,1,1]",3,3,3,3,-1.0,1000,7.048049688339233,,-1.0
184,1,2025-08-22 15:43:31,"[[-0.9165705284385504,0.9600412192070114,0.22738380496760946,0.030247831064912543,-0.7871847807256391,-0.8557271557811003,0.09471356609673484,0.6498093223717867,-0.5110335952514025,-0.42369500652854325],[0.9600412192070112,-1.0,-0.2434674142734732,-0.0338587522467949,0.8257955968892537,0.8968071600106637,-0.10062216080160463,-0.6803903341560829,0.5248641834016394,0.44753309652458656],[0.22738380496760952,-0.24346741427347332,-0.06151263507786564,-0.0027839928592164652,0.20501604276557017,0.21070017739590918,-0.02384104673503896,-0.15725856134402977,0.12526715133760818,0.10492442582618879],[0.030247831064912686,-0.03385875224679506,-0.0027839928592164965,0.0002479766953560503,0.023579439653679757,0.027618295875462443,0.0006968532962061576,-0.023707153076570505,0.011278892460624426,0.02151299792116041],[-0.7871847807256397,0.8257955968892544,0.20501604276557026,0.023579439653679632,-0.677006120693511,-0.7407869576332603,0.08151886967623484,0.5535723729862224,-0.4327076967367199,-0.3618033680871845],[-0.8557271557811007,0.8968071600106642,0.21070017739590924,0.02761829587546232,-0.7407869576332603,-0.8055913976195709,0.08972997501718502,0.6065353579795721,-0.4708443347101404,-0.39747076388645824],[0.09471356609673487,-0.10062216080160467,-0.02384104673503897,0.0006968532962061648,0.0815188696762348,0.089729975017185,-0.0021216440329594917,-0.06975897525300268,0.05470619222826935,0.04207939244528831],[0.6498093223717868,-0.680390334156083,-0.15725856134402974,-0.023707153076570408,0.5535723729862221,0.6065353579795718,-0.06975897525300266,-0.4653286759820273,0.35097103391029927,0.29819618693629907],[-0.5110335952514024,0.5248641834016393,0.12526715133760813,0.011278892460624345,-0.43270769673671944,-0.47084433471014003,0.054706192228269314,0.3509710339102991,-0.27619605350151655,-0.22809903997041048],[-0.4236950065285433,0.4475330965245867,0.10492442582618879,0.021512997921160345,-0.3618033680871844,-0.3974707638864582,0.04207939244528831,0.2981961869362991,-0.22809903997041064,-0.19460821086247526]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-5.774681619537716,"[1.,-1.,-1.,-1.,1.,1.,-1.,-1.,1.,1.]",-1,0.7652304172515869,CIA,,,-5.774681619537716,"[1,-1,-1,-1,1,1,-1,-1,1,1]",4,4,4,4,-1.0,1000,9.764649391174316,,-1.0
185,1,2025-08-22 15:45:35,"[[-0.38145550389779187,-0.24754873089022486,-0.29770707378012823,0.5998735730551262,0.07988233404006125,0.3874625333132111,-0.22149218298791085,-0.46935194418486154,0.5034177581274729,-0.31876340663831176],[-0.24754873089022483,-0.172613094482326,-0.19864810844638292,0.40818779737158384,0.04950320287996339,0.2541104282112404,-0.15907434503994064,-0.3158478999480853,0.3380583747915359,-0.20948314376245009],[-0.2977070737801283,-0.19864810844638295,-0.2608866250480596,0.4862889106427857,0.06899339143307118,0.3080790963697074,-0.18654714630393135,-0.3869114456615181,0.40857345397381273,-0.25315042183737746],[0.5998735730551265,0.40818779737158406,0.48628891064278584,-0.9999999999999999,-0.12793895876439298,-0.6247460565634886,0.36183040706310926,0.7696792653976031,-0.8234242699685098,0.5098941237775676],[0.07988233404006125,0.049503202879963404,0.06899339143307119,-0.12793895876439293,-0.011721260086749357,-0.07397022234768343,0.04446619445158684,0.09698454510194886,-0.09984975449926527,0.06519068133332193],[0.38746253331321107,0.2541104282112404,0.30807909636970726,-0.6247460565634881,-0.07397022234768338,-0.4066847404179106,0.23743998589130477,0.48649734276614187,-0.5136679854756335,0.3195507671027487],[-0.2214921829879107,-0.15907434503994058,-0.1865471463039312,0.3618304070631089,0.0444661944515868,0.23743998589130466,-0.1504639967150151,-0.2861151865536851,0.30972795916472934,-0.19210935664208026],[-0.4693519441848617,-0.31584789994808543,-0.3869114456615182,0.7696792653976031,0.09698454510194887,0.4864973427661422,-0.28611518655368534,-0.6249405746515619,0.646134155879022,-0.4072133506519356],[0.5034177581274727,0.33805837479153583,0.4085734539738126,-0.8234242699685094,-0.09984975449926521,-0.5136679854756335,0.30972795916472945,0.6461341558790215,-0.7049109684789331,0.4290881049494374],[-0.31876340663831176,-0.2094831437624501,-0.2531504218373774,0.5098941237775674,0.06519068133332193,0.3195507671027487,-0.1921093566420804,-0.40721335065193537,0.4290881049494375,-0.2790814326070611]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-4.525333156968454,"[1.,1.,1.,-1.,-1.,-1.,1.,1.,-1.,1.]",-1,0.6877398490905762,CIA,,,-2.7659045320494915,"[-1,-1,-1,1,1,1,-1,-1,1,-1]",55,-1,-1,-1,-1.0,1000,123.79979515075684,Baren_45,-1.0
186,1,2025-08-22 15:45:47,"[[-0.1079994729767178,-0.008756606115153548,-0.07763376782851178,-0.06801579884892113,-0.17739895455302723,-0.11894145562378518,0.020340174034541435,-0.1337952707427949,-0.1275942657175312,0.29363720746994926],[-0.008756606115153576,-0.015208215702866854,-0.023830385646063986,-0.021638167760089835,-0.014846019272721502,-0.016643642009082325,0.0030154446805653796,-0.02390811945295522,-0.03634981696350285,0.050072250917675434],[-0.07763376782851174,-0.023830385646063955,-0.09826843507285257,-0.04713509746961436,-0.1899727029358813,-0.11372041372470627,0.013176272552157094,-0.13065490649302336,-0.12431871050650835,0.292600796500843],[-0.06801579884892114,-0.021638167760089814,-0.0471350974696144,-0.04527637738378711,-0.1390800904796683,-0.061222512322162956,-0.000659657445191264,-0.08967159141902564,-0.08672347188037087,0.18860761496497094],[-0.17739895455302712,-0.014846019272721422,-0.1899727029358813,-0.13908009047966818,-0.4054244011997124,-0.23831449027415688,0.051842940704409785,-0.28070853165572424,-0.2859772627379434,0.6147812735316849],[-0.11894145562378515,-0.016643642009082284,-0.11372041372470629,-0.06122251232216293,-0.23831449027415702,-0.16194705310911725,0.033485907452429534,-0.17908743058138712,-0.1793133261788206,0.37119160237112053],[0.02034017403454144,0.0030154446805653766,0.013176272552157116,-0.0006596574451912577,0.05184294070440984,0.033485907452429554,-0.012369793427369569,0.015506774764584001,0.02508889411626343,-0.06635274699469644],[-0.13379527074279485,-0.023908119452955172,-0.1306549064930234,-0.08967159141902559,-0.2807085316557243,-0.1790874305813871,0.015506774764583968,-0.21024092594778962,-0.1916795056104021,0.43908425886694763],[-0.12759426571753119,-0.0363498169635028,-0.12431871050650839,-0.08672347188037084,-0.28597726273794355,-0.1793133261788206,0.025088894116263406,-0.19167950561040212,-0.22088244762544731,0.4376326064619574],[0.2936372074699492,0.05007225091767532,0.29260079650084303,0.1886076149649709,0.6147812735316851,0.3711916023711205,-0.06635274699469638,0.43908425886694763,0.43763260646195734,-1.0]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-3.149181523737936,"[1.,1.,1.,1.,1.,1.,-1.,1.,1.,-1.]",-1,0.9607479572296144,CIA,,,-3.149181523737936,"[1,1,1,1,1,1,-1,1,1,-1]",4,4,4,4,-1.0,1000,10.945824384689333,,-1.0
187,1,2025-08-22 15:46:00,"[[-0.9341474853264267,0.614412390946962,0.7583020924594768,0.9819121490062142,0.7388553260832593,0.08909126977622235,0.17263250638615066,-0.22069542737714215,-0.5206566071150077,0.3549427867717521],[0.6144123909469623,-0.32504223440310215,-0.47297161924339554,-0.6451601592026472,-0.45767205771588276,-0.11491081351430221,-0.09725609627244236,0.12582337429366133,0.5175274193292433,-0.3356304635347107],[0.7583020924594769,-0.47297161924339537,-0.5869444777141759,-0.8052398903221389,-0.5539195917706894,-0.06579683255643173,-0.1468548200716231,0.16638761725707704,0.4899843634707745,-0.2763322492329203],[0.9819121490062144,-0.6451601592026471,-0.8052398903221389,-1.0,-0.7831535800657287,-0.23964604235517986,-0.27325135765161973,0.2706831823080863,0.6481653214617681,-0.39970330204912474],[0.73885532608326,-0.4576720577158829,-0.5539195917706896,-0.7831535800657291,-0.5577169099092671,-0.17058980188717887,-0.15919947134870507,0.14515028561127677,0.5328982354178413,-0.31362279692883166],[0.0890912697762225,-0.11491081351430228,-0.06579683255643189,-0.2396460423551801,-0.17058980188717898,0.02346588452260535,0.08763371318021888,-0.0420932145276838,0.12183825286706498,-0.12471976938276165],[0.17263250638615063,-0.09725609627244229,-0.14685482007162307,-0.2732513576516197,-0.15919947134870496,0.08763371318021894,0.05189047842415539,-0.029977152052376593,0.08256647288912777,-0.07118265226312356],[-0.22069542737714226,0.1258233742936613,0.16638761725707707,0.2706831823080863,0.1451502856112767,-0.04209321452768384,-0.029977152052376572,0.008152467267633435,-0.10922089331121337,0.07183451554561127],[-0.520656607115008,0.5175274193292436,0.4899843634707748,0.6481653214617685,0.5328982354178413,0.12183825286706494,0.08256647288912784,-0.10922089331121342,-0.2841900089977174,0.1606915549735308],[0.35494278677175245,-0.3356304635347108,-0.27633224923292055,-0.3997033020491251,-0.31362279692883166,-0.12471976938276161,-0.0711826522631236,0.07183451554561128,0.1606915549735309,-0.04991733263451331]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-6.653168587424281,"[-1.,1.,1.,1.,1.,1.,1.,-1.,-1.,1.]",-1,0.9589364528656006,CIA,,,-6.653168587424281,"[-1,1,1,1,1,1,1,-1,-1,1]",5,5,5,5,-1.0,1000,13.11160659790039,,-1.0
188,1,2025-08-22 15:46:08,"[[-0.05194808515865664,0.2136343882552491,0.19244918681590212,0.09087571929085872,0.059362412816577725,0.1124438070439064,0.016319464682576307,-0.23542095128843024,-0.11247614829978689,0.1863826118166461],[0.21363438825524902,-0.8159917582829297,-0.7153348781710135,-0.37491310070966327,-0.146283197802593,-0.3605018396676643,-0.06892153738287277,0.9050555217913205,0.3863966780912546,-0.642901141966095],[0.19244918681590217,-0.7153348781710137,-0.6348037045361185,-0.32248093572095016,-0.13219651349756031,-0.3176564594498743,-0.07606784251407561,0.8067539417843669,0.3369639755735039,-0.5768037857436569],[0.09087571929085872,-0.3749131007096634,-0.3224809357209501,-0.1578726322572891,-0.06936866862385686,-0.14647575412249206,-0.0317625881877087,0.41238428006859984,0.1666604255685924,-0.297232491490033],[0.0593624128165777,-0.146283197802593,-0.13219651349756026,-0.06936866862385685,-0.029212342487540878,-0.079776963693785,-0.029877216226251894,0.1525206640588639,0.07442104700506164,-0.11359996535657792],[0.11244380704390639,-0.36050183966766436,-0.31765645944987425,-0.14647575412249203,-0.07977696369378501,-0.13665878652651073,-0.04605951622235195,0.40671774380132936,0.1729812377953841,-0.2895484822412401],[0.016319464682576404,-0.06892153738287318,-0.07606784251407592,-0.031762588187708864,-0.029877216226251963,-0.04605951622235212,-0.014307005955412504,0.09275548924002051,0.02735066267269023,-0.08366752975199722],[-0.23542095128843019,0.9050555217913204,0.8067539417843664,0.4123842800685997,0.15252066405886386,0.40671774380132925,0.09275548924002007,-1.0,-0.4194661709333904,0.7152471363281081],[-0.11247614829978678,0.3863966780912543,0.3369639755735035,0.16666042556859223,0.07442104700506157,0.17298123779538394,0.027350662672690006,-0.41946617093339006,-0.18145949073315265,0.2993640421701243],[0.186382611816646,-0.6429011419660949,-0.5768037857436565,-0.29723249149003284,-0.11359996535657786,-0.28954848224123997,-0.08366752975199689,0.715247136328108,0.2993640421701245,-0.5012509861715149]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-5.220164508025444,"[-1.,1.,1.,1.,1.,1.,1.,-1.,-1.,1.]",-1,0.9446816444396972,CIA,,,-5.220164508025444,"[-1,1,1,1,1,1,1,-1,-1,1]",4,4,4,4,-1.0,1000,6.864021301269531,,-1.0
189,1,2025-08-22 15:48:11,"[[-0.05521242494987731,0.018837665018969458,0.00969783247902318,0.05633167031803683,0.004971639800919039,0.04632039207947793,0.012833024875039557,-0.028781597408475492,0.12200431187664659,0.012361247238499486],[0.018837665018969364,-0.8259235277486241,0.325058805506039,-0.1919902039914601,0.8498124896373478,-0.32236750081645016,0.3996716250982528,0.4688434198917069,-0.4120192262041906,0.0652226604707127],[0.009697832479023213,0.32505880550603905,-0.18634911047182684,0.13641381925416246,-0.43046355933294816,0.19048269918044286,-0.1936864589193071,-0.280868373180922,0.1951995068876744,0.017814844827098834],[0.0563316703180368,-0.1919902039914601,0.13641381925416243,-0.04227178577967481,0.27847392694024786,-0.1952102917279583,0.16008008696076861,0.18541673884866228,-0.09287160856060273,-0.01098227965545291],[0.004971639800919141,0.8498124896373473,-0.4304635593329479,0.27847392694024775,-1.0,0.40317999264119264,-0.4953567618306432,-0.5785204834297883,0.36950609322014977,-0.01540610151754261],[0.046320392079477926,-0.32236750081645044,0.19048269918044294,-0.1952102917279584,0.40317999264119314,-0.2592959667729597,0.22682750362926057,0.24318496316786,-0.13348693600846712,0.05195863398042734],[0.012833024875039649,0.3996716250982524,-0.19368645891930678,0.16008008696076836,-0.49535676183064287,0.22682750362926016,-0.27082852241348054,-0.21942698015766623,0.15109655795847438,-0.044308211478085495],[-0.028781597408475447,0.46884341989170736,-0.2808683731809221,0.1854167388486624,-0.5785204834297891,0.24318496316786006,-0.21942698015766676,-0.4123020017640853,0.30423459120558394,-0.05941546806381728],[0.12200431187664655,-0.4120192262041904,0.19519950688767426,-0.09287160856060264,0.3695060932201497,-0.13348693600846684,0.15109655795847451,0.30423459120558355,-0.24866586384135467,0.006058957701220112],[0.0123612472384995,0.0652226604707129,0.01781484482709877,-0.01098227965545286,-0.015406101517542795,0.05195863398042735,-0.04430821147808562,-0.059415468063817305,0.006058957701220222,-0.16753519655439383]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-2.8692563487039084,"[1.,-1.,1.,-1.,1.,-1.,1.,1.,-1.,1.]",-1,0.99611234664917,CIA,,,-1.570611653908896,"[-1,1,-1,1,-1,1,-1,-1,1,1]",59,-1,-1,-1,-1.0,1000,122.23587441444396,Baren_49,-1.0
190,1,2025-08-22 15:48:17,"[[-0.278932605209664,0.1289181706586362,-0.24815531737245622,-0.20974391465743716,-0.10783123662133408,0.4823168403760593,0.15289033988623266,-0.45580293249666515,0.2504887303055323,-0.06877165920786321],[0.12891817065863617,-0.06718972540777014,0.1005915869963832,0.096903031402024,0.04363941510492997,-0.25438890745955633,-0.09277879088799357,0.22565087049094343,-0.13041863616884677,0.033484189885648115],[-0.24815531737245627,0.10059158699638322,-0.23326304992561175,-0.1923780827298057,-0.1357564847805289,0.48339538764315915,0.15742608532334862,-0.42806596597072477,0.2294981481318799,-0.044702941011897764],[-0.20974391465743722,0.09690303140202404,-0.1923780827298057,-0.19377456653219377,-0.09648886895326615,0.44833607435966255,0.12780666949301392,-0.38547311511835297,0.22434190190798337,-0.044550413790214835],[-0.10783123662133405,0.043639415104929954,-0.13575648478052885,-0.09648886895326611,-0.0760149663818814,0.22219374361319505,0.06928793952019516,-0.19540841252861382,0.11890422016397761,-0.025050238083774833],[0.48231684037605943,-0.25438890745955645,0.4833953876431591,0.4483360743596625,0.22219374361319516,-0.9999999999999999,-0.29527520958914716,0.8725905600934322,-0.47544011656898666,0.1218304309823394],[0.15289033988623268,-0.09277879088799358,0.15742608532334862,0.12780666949301392,0.06928793952019519,-0.2952752095891472,-0.1266201617001187,0.2667750679743354,-0.142723674431872,0.04837866913761065],[-0.45580293249666487,0.22565087049094334,-0.4280659659707244,-0.3854731151183527,-0.19540841252861374,0.8725905600934316,0.2667750679743352,-0.8477179958586288,0.4546822541527178,-0.12903836889657488],[0.2504887303055322,-0.1304186361688467,0.2294981481318797,0.22434190190798314,0.11890422016397756,-0.4754401165689862,-0.14272367443187187,0.45468225415271774,-0.25754373723739765,0.04902565329372575],[-0.06877165920786296,0.033484189885648004,-0.04470294101189753,-0.04455041379021462,-0.02505023808377474,0.1218304309823389,0.0483786691376105,-0.12903836889657452,0.04902565329372554,-0.025443995529824685]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-3.1309445143854027,"[1.,-1.,1.,1.,1.,-1.,-1.,1.,-1.,1.]",-1,0.594656229019165,CIA,,,-3.1309445143854027,"[1,-1,1,1,1,-1,-1,1,-1,1]",3,3,3,3,-1.0,1000,5.591783285140991,,-1.0
191,1,2025-08-22 15:48:23,"[[-0.1680873846522888,0.26646046102410953,-0.3086391946915963,0.43332730323311863,-0.035900933815982014,0.07808401255451783,-0.38421653818156315,0.07053868954738751,-0.286118170089817,0.03414090810870446],[0.2664604610241094,-0.41020162041931957,0.44241137503578754,-0.6419678113190935,0.07068267197956106,-0.12339270695037287,0.5665409884490822,-0.12365543306702231,0.4240715623422468,-0.06303305453924475],[-0.3086391946915962,0.44241137503578754,-0.5079895735997794,0.7139105173848477,-0.07159052093191222,0.12214157104931865,-0.63576758478626,0.12540616006025093,-0.476298206261941,0.07253043226679749],[0.43332730323311885,-0.641967811319094,0.7139105173848483,-1.0,0.10426565611980566,-0.19107427763785637,0.9037480198707624,-0.19036075083758236,0.6733575667718694,-0.07889594839116143],[-0.035900933815982104,0.07068267197956118,-0.07159052093191237,0.10426565611980579,0.0020089986304472765,0.017353163660343854,-0.08548997311614967,0.021472482196292744,-0.06009928220415587,0.0051125911814405775],[0.0780840125545177,-0.12339270695037274,0.1221415710493185,-0.191074277637856,0.01735316366034379,-0.028848826766030577,0.15786663319241923,-0.045419084862840874,0.12220701915098789,-0.014445088497886026],[-0.3842165381815629,0.566540988449082,-0.63576758478626,0.9037480198707615,-0.08548997311614948,0.1578666331924194,-0.8045149889275571,0.1712028266154449,-0.6094925712114609,0.09374618342089998],[0.07053868954738755,-0.12365543306702241,0.12540616006025104,-0.19036075083758236,0.021472482196292726,-0.04541908486284092,0.17120282661544506,-0.020295279785599685,0.1268084031605956,-0.027435043258767944],[-0.28611817008981705,0.4240715623422469,-0.4762982062619413,0.6733575667718691,-0.06009928220415575,0.12220701915098807,-0.6094925712114613,0.12680840316059558,-0.4396955276506665,0.05616056618919099],[0.03414090810870446,-0.06303305453924476,0.07253043226679752,-0.07889594839116139,0.005112591181440561,-0.014445088497886048,0.0937461834209,-0.027435043258767933,0.05616056618919097,-0.018018697270534043]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-3.418905385758708,"[1.,-1.,1.,-1.,1.,-1.,1.,-1.,1.,-1.]",-1,0.8018367290496826,CIA,,,-3.418905385758708,"[1,-1,1,-1,1,-1,1,-1,1,-1]",3,3,3,3,-1.0,1000,5.725219249725342,,-1.0
192,1,2025-08-22 15:48:31,"[[-0.1133257048479086,-0.17555466608107767,-0.08255605673168889,-0.19556804028743902,0.1356092607774773,0.08097083218402122,-0.21260983453580315,-0.2700789146393968,0.15389425077077876,-0.12244265574430799],[-0.1755546660810777,-0.4265106688244934,-0.2002856109299208,-0.4479086744854032,0.33554486769215813,0.21081052144795845,-0.5208146934258617,-0.6473199591455355,0.35033779405756654,-0.2885185715496587],[-0.08255605673168886,-0.20028561092992073,-0.1265849146000172,-0.2241529931991796,0.14973063507779374,0.09360881595533159,-0.250953959131919,-0.2936428794869696,0.1869195798807555,-0.1400475511389686],[-0.19556804028743896,-0.44790867448540306,-0.22415299319917964,-0.5305701817945353,0.3626829292471495,0.2337436241152182,-0.5978190085651621,-0.7420363164008117,0.40283486770034976,-0.3263093662654321],[0.13560926077747734,0.3355448676921581,0.1497306350777938,0.36268292924714957,-0.2405253238089946,-0.17462279901216685,0.40780016990765444,0.4744245372581139,-0.27370036730740716,0.2246604871756237],[0.08097083218402115,0.21081052144795823,0.09360881595533155,0.23374362411521804,-0.1746227990121667,-0.12761861442252537,0.26544383528657395,0.34102640547195556,-0.20552148185505753,0.15623624742089137],[-0.21260983453580312,-0.5208146934258616,-0.25095395913191904,-0.5978190085651621,0.4078001699076544,0.26544383528657417,-0.7056031600600148,-0.8126067868803276,0.4677633922630732,-0.3710099263351662],[-0.270078914639397,-0.6473199591455358,-0.2936428794869699,-0.7420363164008122,0.47442453725811407,0.341026405471956,-0.8126067868803282,-1.0,0.5448510552306414,-0.44938307955100815],[0.1538942507707789,0.3503377940575669,0.18691957988075572,0.40283486770035026,-0.27370036730740743,-0.20552148185505786,0.4677633922630737,0.5448510552306417,-0.2965549623138177,0.24235513929897476],[-0.12244265574430806,-0.2885185715496589,-0.14004755113896872,-0.32630936626543233,0.2246604871756238,0.15623624742089162,-0.37100992633516655,-0.4493830795510082,0.2423551392989747,-0.23382109755719072]]",10,Stiff,-1,-1.0,1000.0,-1.0,-1.0,-,-7.438495015179342,"[1.,1.,1.,1.,-1.,-1.,1.,1.,-1.,1.]",-1,0.622901201248169,CIA,,,-7.438495015179342,"[1,1,1,1,-1,1,1,1,-1,1]",4,4,4,4,-1.0,1000,7.505138635635376,,-1.0
