Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str)
22,1,2025-08-20 23:30:03,"[[0.006786420275825294,-0.050564150972168515,0.0015359991627848062,0.09465186883657595,0.013740859864366607,0.07302495830966946,-0.09330131804043756,0.029367337969125263,-0.0488771951431596,0.03899986596925254],[-0.050564150972168515,-0.6211419457943058,-0.051885953941256384,0.3116175651658786,-0.327995480389665,0.23850825544138793,-0.7379731428312548,-0.002339566766215412,-0.32310926732824596,0.14111270944026016],[0.0015359991627848062,-0.051885953941256384,-0.0009580329780909718,0.06345658429640977,-0.004956195940058925,0.048946582146633576,-0.07921962798483162,0.01616887656131788,-0.03941904866319375,0.026713209359286505],[0.09465186883657595,0.3116175651658786,0.06345658429640977,0.2673255450615086,0.41487312258550846,0.20784918521967005,0.16649648493830155,0.18560272184653342,0.02315275747107985,0.09820160444224295],[0.013740859864366607,-0.327995480389665,-0.004956195940058925,0.41487312258550846,-0.024123616382772026,0.3196433103818112,-0.5095862419876309,0.10754946921515043,-0.25307304917760176,0.17460230194907794],[0.07302495830966946,0.23850825544138793,0.048946582146633576,0.20784918521967005,0.3196433103818112,0.16158401160010288,0.12574814674332938,0.14362088920856692,0.016603915446059214,0.07658152855732542],[-0.09330131804043756,-0.7379731428312548,-0.07921962798483162,0.16649648493830155,-0.5095862419876309,0.12574814674332938,-0.7790531696024589,-0.09113394648240566,-0.31737247027738835,0.08658314376667886],[0.029367337969125263,-0.002339566766215412,0.01616887656131788,0.18560272184653342,0.10754946921515043,0.14362088920856692,-0.09113394648240566,0.08094354563974461,-0.061907642387693196,0.07424798028378052],[-0.0488771951431596,-0.32310926732824596,-0.03941904866319375,0.02315275747107985,-0.25307304917760176,0.016603915446059214,-0.31737247027738835,-0.061907642387693196,-0.12235678010388751,0.017980465179299104],[0.03899986596925254,0.14111270944026016,0.026713209359286505,0.09820160444224295,0.17460230194907794,0.07658152855732542,0.08658314376667886,0.07424798028378052,0.017980465179299104,0.035430305651244304]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.4297057671453537,"[1.,1.,1.,-1.,1.,-1.,1.,-1.,1.,-1.]",-1,0.2253739833831787,-,-,-,-3.079673329136265,"[-1,1,-1,-1,1,-1,1,-1,1,-1]",-1,-1,-1,-1.0,-1,1727.3846757411957,
23,1,2025-08-20 23:15:43,"[[0.5991838440287282,0.07703476854263638,-0.3162956878436304,-0.31926952575426687,0.21626874320242206,0.2044764143819502,-0.18285219954680346,0.2896728562752381,0.05233878588432969,0.16513550919837042],[0.07703476854263638,-0.05441870371391779,-0.2656831125204165,-0.207293114337704,0.06730945630552174,0.05798575873629609,-0.18384720670311613,-0.02548627853857705,-0.0992910558407921,-0.035574932373038465],[-0.3162956878436304,-0.2656831125204165,-0.6114135744333546,-0.4051911295320745,0.020844728206036583,0.0036606288295705225,-0.45487570338434413,-0.36896139332423455,-0.3972542666775656,-0.28409217022093003],[-0.31926952575426687,-0.207293114337704,-0.4051911295320745,-0.25243714655990074,-0.013105413871663356,-0.027259363041123245,-0.30888993140957566,-0.31247639969386415,-0.29915111358701185,-0.23257302858415171],[0.21626874320242206,0.06730945630552174,0.020844728206036583,-0.013105413871663356,0.054837807468168936,0.05240334993221443,0.028813945663709754,0.14318434914967038,0.08307661557042265,0.09365540204387619],[0.2044764143819502,0.05798575873629609,0.0036606288295705225,-0.027259363041123245,0.05240334993221443,0.05433169210968676,0.01816332817592157,0.12846368951895878,0.06925354181845321,0.08410532466859812],[-0.18285219954680346,-0.18384720670311613,-0.45487570338434413,-0.30888993140957566,0.028813945663709754,0.01816332817592157,-0.33376479031878464,-0.24101392741019004,-0.27882437150623923,-0.18998664830952006],[0.2896728562752381,-0.02548627853857705,-0.36896139332423455,-0.31247639969386415,0.14318434914967038,0.12846368951895878,-0.24101392741019004,0.08060727842286336,-0.07706874849563453,0.02532090403402159],[0.05233878588432969,-0.0992910558407921,-0.3972542666775656,-0.29915111358701185,0.08307661557042265,0.06925354181845321,-0.27882437150623923,-0.07706874849563453,-0.17051722891394955,-0.07914899080569239],[0.16513550919837042,-0.035574932373038465,-0.28409217022093003,-0.23257302858415171,0.09365540204387619,0.08410532466859812,-0.18998664830952006,0.02532090403402159,-0.07914899080569239,-0.004360982750435262]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.303952838895681,"[-1.,1.,1.,1.,-1.,-1.,1.,1.,1.,1.]",-1,0.2262747287750244,-,-,-,-4.303952838895681,"[1,1,1,1,-1,-1,1,1,1,1]",22,-1,15,-1.0,-1,866.9987125396729,
24,1,2025-08-20 23:29:55,"[[0.005930400158411362,0.11022121923954337,0.07838299925325379,0.029878982572579746,-0.10252422535073338,0.008144394145886295,-0.03214732808948287,-0.012650878080793234,-0.025457658722822477,-0.03402628599996709],[0.11022121923954337,0.7947767619990175,0.4640300318895677,0.5690033787961658,-0.22580482522845005,0.35090318334099124,0.09569875198552538,0.16167052030177295,0.26803272957856217,0.2715486202690334],[0.07838299925325379,0.4640300318895677,0.2568782526626574,0.3829263114475057,-0.05886222596751914,0.24606034403953791,0.10245940807398216,0.13498573430240107,0.22545067327600818,0.23375091645751372],[0.029878982572579746,0.5690033787961658,0.3829263114475057,0.19372041882597232,-0.463855771546626,0.09182246333277763,-0.12632128795653896,-0.04965407850558431,-0.08389240267164168,-0.12381122703776931],[-0.10252422535073338,-0.22580482522845005,-0.05886222596751914,-0.463855771546626,-0.36846423499416775,-0.32624729312869477,-0.30184526808902884,-0.2810682122666533,-0.4674748993970873,-0.5274778215615744],[0.008144394145886295,0.35090318334099124,0.24606034403953791,0.09182246333277763,-0.32624729312869477,0.03076486841153402,-0.10486662253120141,-0.0543473819126221,-0.09421506795718952,-0.11791508084234295],[-0.03214732808948287,0.09569875198552538,0.10245940807398216,-0.12632128795653896,-0.30184526808902884,-0.10486662253120141,-0.16488009527924927,-0.1309548728379409,-0.21910688123633898,-0.25583051156838776],[-0.012650878080793234,0.16167052030177295,0.13498573430240107,-0.04965407850558431,-0.2810682122666533,-0.0543473819126221,-0.1309548728379409,-0.09168045407238687,-0.1554338601759166,-0.18932427479442065],[-0.025457658722822477,0.26803272957856217,0.22545067327600818,-0.08389240267164168,-0.4674748993970873,-0.09421506795718952,-0.21910688123633898,-0.1554338601759166,-0.2658271647400244,-0.31651668072913963],[-0.03402628599996709,0.2715486202690334,0.23375091645751372,-0.12381122703776931,-0.5274778215615744,-0.11791508084234295,-0.25583051156838776,-0.18932427479442065,-0.31651668072913963,-0.3793068931054681]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.7258040098325536,"[1.,-1.,-1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.228147268295288,-,-,-,-4.096830897432737,"[-1,-1,-1,-1,1,-1,1,1,1,1]",-1,-1,-1,-1.0,-1,1719.756938457489,
25,1,2025-08-20 23:29:39,"[[-0.05806125157707935,-0.129814414658036,-0.17543512087438626,-0.32642015080419046,-0.09609891373938698,-0.017030819931979822,0.0196788898721479,-0.007316014096638956,-0.06558672681661559,-0.04080628158613008],[-0.129814414658036,-0.2685294519244287,-0.3079897196634002,-0.5432218892031935,-0.17187255291565762,-0.043862915372585395,0.0035338593938217602,-0.016535704789298958,-0.11752151483741058,-0.08161028578634455],[-0.17543512087438626,-0.3079897196634002,-0.15847192409113067,-0.23762355242441136,-0.1035586812905026,-0.05764980137401461,-0.0667230092353121,-0.010839564681745895,-0.05387955796734289,-0.06435972288809201],[-0.32642015080419046,-0.5432218892031935,-0.23762355242441136,-0.3186640395413714,-0.16332994674045925,-0.10545968173472893,-0.14996416455346692,-0.018445886424369572,-0.0755534261044353,-0.10951413219522538],[-0.09609891373938698,-0.17187255291565762,-0.1035586812905026,-0.16332994674045925,-0.06546161252901433,-0.03185047213905849,-0.03100777540767943,-0.007200132954718507,-0.035563100482125104,-0.03848006046225276],[-0.017030819931979822,-0.043862915372585395,-0.05764980137401461,-0.10545968173472893,-0.03185047213905849,-0.007228444681260088,0.006229649977047825,-0.003698563204456798,-0.0231657799183354,-0.01484845643816044],[0.0196788898721479,0.0035338593938217602,-0.0667230092353121,-0.14996416455346692,-0.03100777540767943,0.006229649977047825,0.04107946409454649,-0.0010461183375711268,-0.028522062860904026,-0.006682209261251073],[-0.007316014096638956,-0.016535704789298958,-0.010839564681745895,-0.018445886424369572,-0.007200132954718507,-0.003698563204456798,-0.0010461183375711268,-0.0015915597129726395,-0.004063094579919364,-0.00452844656724128],[-0.06558672681661559,-0.11752151483741058,-0.05387955796734289,-0.0755534261044353,-0.035563100482125104,-0.0231657799183354,-0.028522062860904026,-0.004063094579919364,-0.020140824396710024,-0.024038660740273173],[-0.04080628158613008,-0.08161028578634455,-0.06435972288809201,-0.10951413219522538,-0.03848006046225276,-0.01484845643816044,-0.006682209261251073,-0.00452844656724128,-0.024038660740273173,-0.020856999727507434]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.9069391761219503,"[1.,1.,1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.2256631851196289,-,-,-,-2.832469870629504,"[1,1,1,1,1,1,-1,1,1,1]",-1,-1,41,-1.0,-1,1703.7375395298004,
26,1,2025-08-20 23:18:57,"[[-0.11159469109582387,0.051064989081815296,-0.18872423043760397,0.149067936330372,-0.19413563707028392,-0.15146181083965982,0.12754054199549777,-0.06664366279663894,0.06271792416835581,-0.3228381230623531],[0.051064989081815296,0.04263481393483827,0.04228886369209064,0.12339592338736494,0.08490309103196778,0.01566513448713045,0.07837861005396551,0.041270228591193864,0.21116812468915055,0.02096977828344021],[-0.18872423043760397,0.04228886369209064,-0.28828490143830204,0.11714332879616335,-0.32542810961650176,-0.21807255458468833,0.11749143681385196,-0.1205243046267282,-0.06043869250644687,-0.45474770678997084],[0.149067936330372,0.12339592338736494,0.11714332879616335,0.3172116481380118,0.23073593362398276,0.049378384739000525,0.21460803046478455,0.12969299286142885,0.5377145508889452,0.06542362811436295],[-0.19413563707028392,0.08490309103196778,-0.32542810961650176,0.23073593362398276,-0.33575725234830395,-0.25482350991531394,0.2076278307950852,-0.11091414077408385,0.07718413918629319,-0.5417344124512969],[-0.15146181083965982,0.01566513448713045,-0.21807255458468833,0.049378384739000525,-0.25482350991531394,-0.16014374764770833,0.06132486924226354,-0.09964228976983251,-0.09726943615784722,-0.32953299040966855],[0.12754054199549777,0.07837861005396551,0.11749143681385196,0.21460803046478455,0.2076278307950852,0.06132486924226354,0.14735436216989153,0.1097154687904999,0.3917773963063435,0.1018642957714624],[-0.06664366279663894,0.041270228591193864,-0.1205243046267282,0.12969299286142885,-0.11091414077408385,-0.09964228976983251,0.1097154687904999,-0.03463592321654747,0.09193025683289727,-0.21503309155036643],[0.06271792416835581,0.21116812468915055,-0.06043869250644687,0.5377145508889452,0.07718413918629319,-0.09726943615784722,0.3917773963063435,0.09193025683289727,0.7346800416491474,-0.25710508743052796],[-0.3228381230623531,0.02096977828344021,-0.45474770678997084,0.06542362811436295,-0.5417344124512969,-0.32953299040966855,0.1018642957714624,-0.21503309155036643,-0.25710508743052796,-0.6745206237126458]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.18170455059027,"[1.,-1.,1.,-1.,1.,1.,-1.,1.,-1.,1.]",-1,0.2277371883392334,-,-,-,-4.18170455059027,"[1,-1,1,-1,1,1,-1,1,-1,1]",29,-1,-1,-1.0,-1,1061.0625085830688,
27,1,2025-08-20 23:29:50,"[[-0.17840732547529897,0.1385969110303394,-0.056117300197638935,-0.037580472642326904,-0.007173068093107686,-0.45221776342499037,0.021463954436729035,-0.13243013017739522,-0.09632450595640893,-0.19452757260469794],[0.1385969110303394,0.7110894380445596,0.04175823422671528,0.11657087087588593,0.16940205822477827,0.0048061494808982475,0.43564906949515914,-0.10672671063802452,-0.0008596323358996405,0.14019197994474747],[-0.056117300197638935,0.04175823422671528,-0.018015588049091036,-0.012463965575867767,-0.002769732430359261,-0.1420294732800021,0.005827617832547219,-0.04148681350734201,-0.030050647023597638,-0.06130795340512393],[-0.037580472642326904,0.11657087087588593,-0.012463965575867767,0.0011938440828337571,0.01580398638488837,-0.13255487692064527,0.05264466062144589,-0.05055468061688316,-0.028619515888040455,-0.04237511632930932],[-0.007173068093107686,0.16940205822477827,-0.002769732430359261,0.01580398638488837,0.03252454212063126,-0.08808636090162618,0.09154788859608806,-0.0474580665017341,-0.01909453742130826,-0.010231681615644694],[-0.45221776342499037,0.0048061494808982475,-0.1420294732800021,-0.13255487692064527,-0.08808636090162618,-1.0,-0.13766076987136275,-0.2471991375928843,-0.21240163564228193,-0.4887667851140026],[0.021463954436729035,0.43564906949515914,0.005827617832547219,0.05264466062144589,0.09154788859608806,-0.13766076987136275,0.24772440834768245,-0.09996129225689188,-0.030092235520606234,0.017232970908725914],[-0.13243013017739522,-0.10672671063802452,-0.04148681350734201,-0.05055468061688316,-0.0474580665017341,-0.2471991375928843,-0.09996129225689188,-0.04491813838884221,-0.052214437794883946,-0.1417484724048377],[-0.09632450595640893,-0.0008596323358996405,-0.030050647023597638,-0.028619515888040455,-0.01909453742130826,-0.21240163564228193,-0.030092235520606234,-0.052214437794883946,-0.04466448375138924,-0.10399995289187469],[-0.19452757260469794,0.14019197994474747,-0.06130795340512393,-0.04237511632930932,-0.010231681615644694,-0.4887667851140026,0.017232970908725914,-0.1417484724048377,-0.10399995289187469,-0.21209434217786552]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.0078822679480792,"[1.,-1.,1.,1.,1.,1.,-1.,1.,1.,1.]",-1,0.2244455814361572,-,-,-,-2.6136112074156337,"[1,-1,-1,1,-1,1,1,1,1,1]",-1,-1,-1,-1.0,-1,1714.6726565361023,
28,1,2025-08-20 23:26:40,"[[0.2928244935520216,-0.11806929948593328,0.3984620286690813,-0.0634921229422884,0.4327250010891187,0.4350456285050628,0.0981976454529702,0.4703101538209977,0.36526829181167975,0.25882650908769095],[-0.11806929948593328,-0.09100797272656694,-0.12287389387192166,-0.27449692565315487,-0.1870388417729989,-0.25837447884643716,-0.09740967979515992,-0.18654639435936332,-0.2939269317213047,-0.19581766372308895],[0.3984620286690813,-0.12287389387192166,0.5314430241373199,-0.017992972695258402,0.5948044362868883,0.6103268863472269,0.1395493878065718,0.633099222841587,0.5275255421069965,0.37321565798755374],[-0.0634921229422884,-0.27449692565315487,-0.017992972695258402,-0.6625109872636853,-0.12055700171382389,-0.29549986610015533,-0.1587918443939886,-0.10359661911133555,-0.41782536001801823,-0.2647997376302149],[0.4327250010891187,-0.1870388417729989,0.5948044362868883,-0.12055700171382389,0.6367527928676312,0.6348895778300423,0.1425029631456445,0.6885068124786979,0.5186456989696222,0.3679736810517702],[0.4350456285050628,-0.25837447884643716,0.6103268863472269,-0.29549986610015533,0.6348895778300423,0.5820360252825398,0.10090624848321997,0.685275709586002,0.42992765697010793,0.3155831045678265],[0.0981976454529702,-0.09740967979515992,0.1395493878065718,-0.1587918443939886,0.1425029631456445,0.10090624848321997,0.00693987499598756,0.16116951095744875,0.05455826063241753,0.04454707104183508],[0.4703101538209977,-0.18654639435936332,0.633099222841587,-0.10359661911133555,0.6885068124786979,0.685275709586002,0.16116951095744875,0.7398709928442191,0.5683114609310014,0.40260730374217624],[0.36526829181167975,-0.2939269317213047,0.5275255421069965,-0.41782536001801823,0.5186456989696222,0.42992765697010793,0.05455826063241753,0.5683114609310014,0.26743783127566817,0.2059652360353987],[0.25882650908769095,-0.19581766372308895,0.37321565798755374,-0.2647997376302149,0.3679736810517702,0.3155831045678265,0.04454707104183508,0.40260730374217624,0.2059652360353987,0.15618477532402303]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.044872790595404,"[-1.,1.,-1.,1.,-1.,-1.,1.,-1.,1.,1.]",-1,0.2262418270111084,-,-,-,-3.389384968512274,"[-1,1,1,1,-1,-1,1,-1,-1,-1]",-1,-1,-1,-1.0,-1,1524.5760688781738,
29,1,2025-08-20 23:29:21,"[[0.4514622199177027,0.032644015390899214,-0.24817232002854114,0.25403595808547097,0.1956907044612945,-0.14252111768807565,0.6069445319274605,-0.1004283967664378,0.060762106532881804,0.2133940207848127],[0.032644015390899214,-0.022408449040090008,-0.16380591548181966,-0.0351157790958544,0.015419003468735181,-0.07360539313109253,0.06949326934693392,-0.05283577765522889,-0.05504015378374405,-0.06440826644276826],[-0.24817232002854114,-0.16380591548181966,-0.634011759129908,-0.3957963159996787,-0.09588022312625623,-0.27129161202117336,-0.2135634239439097,-0.19554579420889945,-0.3484044177807968,-0.5426847602154571],[0.25403595808547097,-0.0351157790958544,-0.3957963159996787,0.04952273218418925,0.12165483685362805,-0.19649886519397147,0.37746995114325166,-0.1412281993695868,-0.06628967065127404,-0.014536020457653634],[0.1956907044612945,0.015419003468735181,-0.09588022312625623,0.12165483685362805,0.08302810194074055,-0.0592511887144364,0.25998754479271097,-0.04108018113873811,0.02963162356540601,0.0961981917540426],[-0.14252111768807565,-0.07360539313109253,-0.27129161202117336,-0.19649886519397147,-0.0592511887144364,-0.11223011805309276,-0.1345010723080094,-0.0807420783810851,-0.16330032232545738,-0.2621297556067897],[0.6069445319274605,0.06949326934693392,-0.2135634239439097,0.37746995114325166,0.25998754479271097,-0.1345010723080094,0.8000848711763704,-0.09413905635306036,0.13072396413063425,0.3534693221189986],[-0.1004283967664378,-0.05283577765522889,-0.19554579420889945,-0.1412281993695868,-0.04108018113873811,-0.0807420783810851,-0.09413905635306036,-0.058232815765677265,-0.11645294090398531,-0.18643714603710965],[0.060762106532881804,-0.05504015378374405,-0.3484044177807968,-0.06628967065127404,0.02963162356540601,-0.16330032232545738,0.13072396413063425,-0.11645294090398531,-0.12168731954490072,-0.14703114149755275],[0.2133940207848127,-0.06440826644276826,-0.5426847602154571,-0.014536020457653634,0.0961981917540426,-0.2621297556067897,0.3534693221189986,-0.18643714603710965,-0.14703114149755275,-0.1371321451230397]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.694569527629992,"[-1.,1.,1.,1.,-1.,1.,-1.,1.,1.,1.]",-1,0.2256579399108886,-,-,-,-3.694569527629992,"[-1,1,1,-1,-1,1,-1,1,1,1]",-1,51,-1,-1.0,-1,1685.2364106178284,
30,1,2025-08-20 23:29:39,"[[-0.0693446398831229,-0.04531077224136887,-0.06362483671364028,-0.1477855244167258,-0.02837937850473755,-0.022604827327652503,-0.10126313904395245,-0.19951661768555656,-0.05845820623550228,-0.006363637392541158],[-0.04531077224136887,0.00552435478165014,-0.012377883421328374,-0.1803864621571024,0.032803180935172586,0.08131594259231915,-0.016400491844524943,-0.08612753075299834,-0.020373997527651386,0.1759322120623147],[-0.06362483671364028,-0.012377883421328374,-0.033669094596433524,-0.20402801142859062,0.01593208676009042,0.0587797813690512,-0.05150458879614852,-0.1454003566473567,-0.03865447789753135,0.14266587800143923],[-0.1477855244167258,-0.1803864621571024,-0.20402801142859062,-0.11105484767515829,-0.18480936932246217,-0.279052700056812,-0.33464955509138433,-0.52864757773731,-0.16663550394639198,-0.4472367259597392],[-0.02837937850473755,0.032803180935172586,0.01593208676009042,-0.18480936932246217,0.06261532816212402,0.13109044554539856,0.030988056588205082,-0.017920425571333942,0.0021526687443035424,0.26208376868557426],[-0.022604827327652503,0.08131594259231915,0.0587797813690512,-0.279052700056812,0.13109044554539856,0.2556612000918449,0.10295396700934042,0.05491308084593499,0.029428763917780244,0.49212043687644236],[-0.10126313904395245,-0.016400491844524943,-0.05150458879614852,-0.33464955509138433,0.030988056588205082,0.10295396700934042,-0.0775712101090378,-0.22887311160511337,-0.060106977201320064,0.2459292137345928],[-0.19951661768555656,-0.08612753075299834,-0.1454003566473567,-0.52864757773731,-0.017920425571333942,0.05491308084593499,-0.22887311160511337,-0.5176063558707118,-0.14565525839323343,0.20645951491494519],[-0.05845820623550228,-0.020373997527651386,-0.03865447789753135,-0.16663550394639198,0.0021526687443035424,0.029428763917780244,-0.060106977201320064,-0.14565525839323343,-0.04018888620015021,0.08554050992203716],[-0.006363637392541158,0.1759322120623147,0.14266587800143923,-0.4472367259597392,0.26208376868557426,0.49212043687644236,0.2459292137345928,0.20645951491494519,0.08554050992203716,0.9267261648943941]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.058170131145997,"[1.,1.,1.,1.,1.,-1.,1.,1.,1.,-1.]",-1,0.2255623340606689,-,-,-,-2.407819912653484,"[-1,1,-1,1,-1,-1,1,1,1,-1]",-1,-1,-1,-1.0,-1,1703.5713226795197,
31,1,2025-08-20 23:13:09,"[[0.010492707409771094,0.03612554350298421,-0.09503094559552215,-0.04959947711563387,-0.02745372621558463,0.08176916438601739,-0.011567392657687107,-0.05668467286018283,-0.027723828584039045,0.0009602537184122838],[0.03612554350298421,0.15199121786276518,-0.12121773654938577,0.025843620584195565,0.08777655399261028,0.22407242874766842,0.04590128711589889,0.07814866148813479,0.10400354572054978,0.06286970148514656],[-0.09503094559552215,-0.12121773654938577,-0.20801887387440873,-0.34223442655505254,-0.48009545346256255,-0.23336307857016442,-0.18272664594427,-0.5783046160201694,-0.4138057332217487,-0.16461244794746763],[-0.04959947711563387,0.025843620584195565,-0.34223442655505254,-0.4183038878185541,-0.4815629131955416,0.031828044046637194,-0.21421991523597667,-0.5168662552076535,-0.43307310597126936,-0.13895099083195186],[-0.02745372621558463,0.08777655399261028,-0.48009545346256255,-0.4815629131955416,-0.501843480687176,0.17411742170451486,-0.22521754445597447,-0.5741885931132753,-0.45844104080976356,-0.13021505451955206],[0.08176916438601739,0.22407242874766842,-0.23336307857016442,0.031828044046637194,0.17411742170451486,0.4187240802233395,0.07694819302012323,0.1204423086660803,0.16268626432990907,0.10561265701486447],[-0.011567392657687107,0.04590128711589889,-0.18272664594427,-0.21421991523597667,-0.22521754445597447,0.07694819302012323,-0.11053490135461501,-0.22037456517561715,-0.21043011322765448,-0.06039312378748305],[-0.05668467286018283,0.07814866148813479,-0.5783046160201694,-0.5168662552076535,-0.5741885931132753,0.1204423086660803,-0.22037456517561715,-0.7447528540004557,-0.48825927227692023,-0.14514646370956052],[-0.027723828584039045,0.10400354572054978,-0.4138057332217487,-0.43307310597126936,-0.45844104080976356,0.16268626432990907,-0.21043011322765448,-0.48825927227692023,-0.41348627854823516,-0.1166297523363458],[0.0009602537184122838,0.06286970148514656,-0.16461244794746763,-0.13895099083195186,-0.13021505451955206,0.10561265701486447,-0.06039312378748305,-0.14514646370956052,-0.1166297523363458,-0.025265998898839875]]",10,Random,10,-1.0,-1.0,-1.0,-,-6.1436342238731365,"[1.,-1.,1.,1.,1.,-1.,1.,1.,1.,1.]",-1,0.2266931533813476,-,-,-,-6.1436342238731365,"[-1,-1,-1,1,1,-1,1,1,1,-1]",18,-1,-1,-1.0,-1,713.024138212204,
32,1,2025-08-20 23:22:17,"[[0.2453335630030696,-0.09377677037675228,0.12950803757219798,-0.039290428843067854,-0.07951452520595509,0.28768875999762306,0.10778839570639323,0.31438852266180767,-0.06735678226049668,0.2697786771824613],[-0.09377677037675228,-0.25941099457499034,0.024674499047333986,-0.16025716450389257,-0.15608846377116967,-0.5311558988823246,-0.18278477244249983,-0.09731675697874957,-0.07254727429362734,-0.12406130421621261],[0.12950803757219798,0.024674499047333986,0.05048641963034696,0.021445730750927355,0.003757727093502257,0.26121351578023444,0.09422564978898697,0.16277082838322393,-0.011409543616825757,0.15057895510430108],[-0.039290428843067854,-0.16025716450389257,0.021445730750927355,-0.09773561790652913,-0.0968337713753259,-0.3036613434487046,-0.10493451553134235,-0.04340586608836196,-0.04492566563943576,-0.062298671982264485],[-0.07951452520595509,-0.15608846377116967,0.003757727093502257,-0.0968337713753259,-0.09112267112286904,-0.36429819658851265,-0.12645468414829536,-0.09072690008636097,-0.03957389044745901,-0.10426552176260823],[0.28768875999762306,-0.5311558988823246,0.26121351578023444,-0.3036613434487046,-0.36429819658851265,-0.24227558851117964,-0.06587470301168878,0.41508238226682526,-0.22189779283459982,0.30229584513418384],[0.10778839570639323,-0.18278477244249983,0.09422564978898697,-0.10493451553134235,-0.12645468414829536,-0.06587470301168878,-0.015268820456968693,0.1566602159360464,-0.078408902295969,0.11690331165169589],[0.31438852266180767,-0.09731675697874957,0.16277082838322393,-0.04340586608836196,-0.09072690008636097,0.41508238226682526,0.1566602159360464,0.41058289917992974,-0.08034109406102442,0.3583513376642756],[-0.06735678226049668,-0.07254727429362734,-0.011409543616825757,-0.04492566563943576,-0.03957389044745901,-0.22189779283459982,-0.078408902295969,-0.08034109406102442,-0.014719845120895811,-0.08320591969335189],[0.2697786771824613,-0.12406130421621261,0.15057895510430108,-0.062298671982264485,-0.10426552176260823,0.30229584513418384,0.11690331165169589,0.3583513376642756,-0.08320591969335189,0.30767827664858033]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.895962030087472,"[-1.,1.,-1.,1.,1.,1.,1.,-1.,1.,-1.]",-1,0.2250838279724121,-,-,-,-2.895962030087472,"[-1,1,1,1,1,1,1,-1,1,-1]",34,-1,-1,-1.0,-1,1260.9149661064148,
33,1,2025-08-20 23:29:37,"[[-0.2815170334492837,-0.21443804496232122,-0.3427731963199011,-0.3541066279166824,0.007313371328951324,-0.17319616788918016,-0.24005740748944118,-0.3076050787825451,-0.20097761751750792,-0.329939111575442],[-0.21443804496232122,-0.13299188105676887,-0.2726998943095719,-0.2850161856718543,0.092965485693911,-0.018533556515479332,-0.22321208419149183,-0.20029088984672433,-0.037313850412277014,-0.1616894964761507],[-0.3427731963199011,-0.2726998943095719,-0.3828907899331418,-0.3917520396208335,-0.10708593657413032,-0.34052782531182163,-0.23798401763524524,-0.40802692278591424,-0.3910818754801477,-0.48514244983968446],[-0.3541066279166824,-0.2850161856718543,-0.3917520396208335,-0.4177003298165909,-0.08981847523581618,-0.3383509212793516,-0.2551583998759433,-0.41383511214446983,-0.38588729939678534,-0.5007253186169035],[0.007313371328951324,0.092965485693911,-0.10708593657413032,-0.08981847523581618,0.39963055705513256,0.49812083496884885,-0.18127513287127914,0.1344597707291229,0.535780001707125,0.3713865029671789],[-0.17319616788918016,-0.018533556515479332,-0.34052782531182163,-0.3383509212793516,0.49812083496884885,0.5010320120134105,-0.3803459929049973,-0.02872177417646518,0.5271095450919248,0.2457329560017434],[-0.24005740748944118,-0.22321208419149183,-0.23798401763524524,-0.2551583998759433,-0.18127513287127914,-0.3803459929049973,-0.11558554834410957,-0.3214701007152564,-0.42089646168004163,-0.4526268447936989],[-0.3076050787825451,-0.20029088984672433,-0.40802692278591424,-0.41383511214446983,0.1344597707291229,-0.02872177417646518,-0.3214701007152564,-0.2939489789565262,-0.050046566847681245,-0.23788406506783127],[-0.20097761751750792,-0.037313850412277014,-0.3910818754801477,-0.38588729939678534,0.535780001707125,0.5271095450919248,-0.42089646168004163,-0.050046566847681245,0.5564135809154631,0.24119655907113982],[-0.329939111575442,-0.1616894964761507,-0.48514244983968446,-0.5007253186169035,0.3713865029671789,0.2457329560017434,-0.4526268447936989,-0.23788406506783127,0.24119655907113982,-0.052299629207628075]]",10,Random,10,-1.0,-1.0,-1.0,-,-6.8614469978146815,"[1.,1.,1.,1.,-1.,1.,1.,1.,1.,1.]",-1,0.2277252674102783,-,-,-,-6.421756221101036,"[1,1,1,1,-1,1,1,1,-1,1]",-1,-1,-1,-1.0,-1,1700.9514863491058,
